"","FIPS","YEAR","POP"
"14463","39045","1984",95826
"14464","39047","1984",27241
"14465","39049","1984",895686
"14466","39051","1984",37793
"14467","39053","1984",30269
"14468","39055","1984",75241
"14469","39057","1984",129140
"14470","39059","1984",41099
"14471","39061","1984",868533
"14472","39063","1984",65556
"14473","39065","1984",31485
"14474","39067","1984",17112
"14475","39069","1984",28482
"14476","39071","1984",33722
"14477","39073","1984",24563
"14478","39075","1984",30733
"14479","39077","1984",54701
"14480","39079","1984",30381
"14481","39081","1984",86097
"14482","39083","1984",46538
"14483","39085","1984",214950
"14484","39087","1984",63212
"14485","39089","1984",123921
"14486","39091","1984",39818
"14487","39093","1984",268729
"14488","39095","1984",463874
"14489","39097","1984",34280
"14490","39099","1984",276912
"14491","39101","1984",66230
"14492","39103","1984",115438
"14493","39105","1984",23280
"14494","39107","1984",38345
"14495","39109","1984",89729
"14496","39111","1984",16358
"14497","39113","1984",566942
"14498","39115","1984",14054
"14499","39117","1984",26719
"14500","39119","1984",83532
"14501","39121","1984",11121
"14502","39123","1984",39579
"14503","39125","1984",20659
"14504","39127","1984",31191
"14505","39129","1984",42963
"14506","39131","1984",23534
"14507","39133","1984",138172
"14508","39135","1984",38746
"14509","39137","1984",33067
"14510","39139","1984",128489
"14511","39141","1984",66985
"14512","39143","1984",62365
"14513","39145","1984",83604
"14514","39147","1984",60763
"14515","39149","1984",43302
"14516","39151","1984",373102
"14517","39153","1984",513747
"14518","39155","1984",235005
"14519","39157","1984",84797
"14520","39159","1984",29920
"14521","39161","1984",30293
"14522","39163","1984",11339
"14523","39165","1984",102091
"14524","39167","1984",64169
"14525","39169","1984",98330
"14526","39171","1984",36359
"14527","39173","1984",108912
"14528","39175","1984",22635
"14529","40001","1984",18368
"14530","40003","1984",7323
"14531","40005","1984",13674
"14532","40007","1984",7093
"14533","40009","1984",23498
"14534","40011","1984",14028
"14535","40013","1984",32012
"14536","40015","1984",33471
"14537","40017","1984",69889
"14538","40019","1984",46826
"14539","40021","1984",32794
"14540","40023","1984",16195
"14541","40025","1984",3852
"14542","40027","1984",162180
"14543","40029","1984",6124
"14544","40031","1984",120746
"14545","40033","1984",7300
"14546","40035","1984",14962
"14547","40037","1984",67459
"14548","40039","1984",30502
"14549","40041","1984",26531
"14550","40043","1984",6454
"14551","40045","1984",5986
"14552","40047","1984",65762
"14553","40049","1984",30127
"14554","40051","1984",45101
"14555","40053","1984",6724
"14556","40055","1984",7319
"14557","40057","1984",4377
"14558","40059","1984",4849
"14559","40061","1984",11374
"14560","40063","1984",14611
"14561","40065","1984",31764
"14562","40067","1984",8133
"14563","40069","1984",10750
"14564","40071","1984",52524
"14565","40073","1984",16211
"14566","40075","1984",13099
"14567","40077","1984",9974
"14568","40079","1984",41741
"14569","40081","1984",30068
"14570","40083","1984",31187
"14571","40085","1984",8111
"14572","40087","1984",23771
"14573","40089","1984",34699
"14574","40091","1984",16925
"14575","40093","1984",9438
"14576","40095","1984",11330
"14577","40097","1984",34863
"14578","40099","1984",13355
"14579","40101","1984",70695
"14580","40103","1984",11996
"14581","40105","1984",11520
"14582","40107","1984",12117
"14583","40109","1984",621490
"14584","40111","1984",39733
"14585","40113","1984",42793
"14586","40115","1984",33375
"14587","40117","1984",16450
"14588","40119","1984",65406
"14589","40121","1984",42273
"14590","40123","1984",35001
"14591","40125","1984",62348
"14592","40127","1984",11825
"14593","40129","1984",5589
"14594","40131","1984",53915
"14595","40133","1984",28551
"14596","40135","1984",32783
"14597","40137","1984",45599
"14598","40139","1984",18629
"14599","40141","1984",11749
"14600","40143","1984",506408
"14601","40145","1984",47744
"14602","40147","1984",53088
"14603","40149","1984",15187
"14604","40151","1984",10829
"14605","40153","1984",23034
"14606","41001","1984",16120
"14607","41003","1984",67475
"14608","41005","1984",248710
"14609","41007","1984",32116
"14610","41009","1984",35739
"14611","41011","1984",60946
"14612","41013","1984",13154
"14613","41015","1984",16803
"14614","41017","1984",63840
"14615","41019","1984",92609
"14616","41021","1984",1868
"14617","41023","1984",8181
"14618","41025","1984",7349
"14619","41027","1984",16261
"14620","41029","1984",134829
"14621","41031","1984",12599
"14622","41033","1984",59085
"14623","41035","1984",57861
"14624","41037","1984",7783
"14625","41039","1984",267883
"14626","41041","1984",36333
"14627","41043","1984",89252
"14628","41045","1984",28276
"14629","41047","1984",211154
"14630","41049","1984",7972
"14631","41051","1984",563389
"14632","41053","1984",45394
"14633","41055","1984",2197
"14634","41057","1984",21410
"14635","41059","1984",60658
"14636","41061","1984",24564
"14637","41063","1984",7523
"14638","41065","1984",22596
"14639","41067","1984",264917
"14640","41069","1984",1473
"14641","41071","1984",58279
"14642","42001","1984",70297
"14643","42003","1984",1404692
"14644","42005","1984",77197
"14645","42007","1984",195764
"14646","42009","1984",47392
"14647","42011","1984",317706
"14648","42013","1984",132930
"14649","42015","1984",61985
"14650","42017","1984",501518
"14651","42019","1984",148595
"14652","42021","1984",175735
"14653","42023","1984",6454
"14654","42025","1984",53796
"14655","42027","1984",115394
"14656","42029","1984",334241
"14657","42031","1984",42860
"14658","42033","1984",82199
"14659","42035","1984",37625
"14660","42037","1984",61834
"14661","42039","1984",89905
"14662","42041","1984",184855
"14663","42043","1984",233330
"14664","42045","1984",548957
"14665","42047","1984",37092
"14666","42049","1984",280930
"14667","42051","1984",155741
"14668","42053","1984",4896
"14669","42055","1984",116488
"14670","42057","1984",13193
"14671","42059","1984",41194
"14672","42061","1984",43202
"14673","42063","1984",92099
"14674","42065","1984",48185
"14675","42067","1984",19872
"14676","42069","1984",224288
"14677","42071","1984",380890
"14678","42073","1984",103336
"14679","42075","1984",110251
"14680","42077","1984",276024
"14681","42079","1984",332700
"14682","42081","1984",116632
"14683","42083","1984",49997
"14684","42085","1984",125365
"14685","42087","1984",46011
"14686","42089","1984",73556
"14687","42091","1984",652842
"14688","42093","1984",17302
"14689","42095","1984",229004
"14690","42097","1984",99773
"14691","42099","1984",37068
"14692","42101","1984",1638959
"14693","42103","1984",19166
"14694","42105","1984",17626
"14695","42107","1984",156151
"14696","42109","1984",35307
"14697","42111","1984",81128
"14698","42113","1984",6014
"14699","42115","1984",38538
"14700","42117","1984",40220
"14701","42119","1984",34403
"14702","42121","1984",63677
"14703","42123","1984",47591
"14704","42125","1984",214483
"14705","42127","1984",36508
"14706","42129","1984",385484
"14707","42131","1984",27179
"14708","42133","1984",319588
"14709","44001","1984",47375
"14710","44003","1984",154905
"14711","44005","1984",84304
"14712","44007","1984",577635
"14713","44009","1984",97679
"14714","45001","1984",22979
"14715","45003","1984",110438
"14716","45005","1984",10960
"14717","45007","1984",137952
"14718","45009","1984",18055
"14719","45011","1984",19772
"14720","45013","1984",75584
"14721","45015","1984",111474
"14722","45017","1984",11968
"14723","45019","1984",287134
"14724","45021","1984",41711
"14725","45023","1984",31105
"14726","45025","1984",38431
"14727","45027","1984",27541
"14728","45029","1984",33114
"14729","45031","1984",62298
"14730","45033","1984",30813
"14731","45035","1984",68727
"14732","45037","1984",17558
"14733","45039","1984",21044
"14734","45041","1984",112606
"14735","45043","1984",44404
"14736","45045","1984",299827
"14737","45047","1984",57656
"14738","45049","1984",18171
"14739","45051","1984",120764
"14740","45053","1984",14677
"14741","45055","1984",40651
"14742","45057","1984",53878
"14743","45059","1984",53906
"14744","45061","1984",18645
"14745","45063","1984",149555
"14746","45065","1984",7499
"14747","45067","1984",34309
"14748","45069","1984",31091
"14749","45071","1984",32399
"14750","45073","1984",51002
"14751","45075","1984",82900
"14752","45077","1984",84225
"14753","45079","1984",279018
"14754","45081","1984",16488
"14755","45083","1984",211721
"14756","45085","1984",94659
"14757","45087","1984",30845
"14758","45089","1984",37777
"14759","45091","1984",114592
"14760","46003","1984",3509
"14761","46005","1984",18544
"14762","46007","1984",3295
"14763","46009","1984",6976
"14764","46011","1984",25220
"14765","46013","1984",36621
"14766","46015","1984",5587
"14767","46017","1984",1605
"14768","46019","1984",8132
"14769","46021","1984",2214
"14770","46023","1984",9523
"14771","46025","1984",4873
"14772","46027","1984",13333
"14773","46029","1984",21758
"14774","46031","1984",4873
"14775","46033","1984",6447
"14776","46035","1984",17899
"14777","46037","1984",7738
"14778","46039","1984",5058
"14779","46041","1984",5488
"14780","46043","1984",3972
"14781","46045","1984",4843
"14782","46047","1984",7893
"14783","46049","1984",3134
"14784","46051","1984",9224
"14785","46053","1984",5886
"14786","46055","1984",2888
"14787","46057","1984",5242
"14788","46059","1984",4731
"14789","46061","1984",3215
"14790","46063","1984",1789
"14791","46065","1984",14545
"14792","46067","1984",9088
"14793","46069","1984",1963
"14794","46071","1984",3210
"14795","46073","1984",2687
"14796","46075","1984",1488
"14797","46077","1984",6452
"14798","46079","1984",10686
"14799","46081","1984",19211
"14800","46083","1984",14359
"14801","46085","1984",3832
"14802","46087","1984",6096
"14803","46089","1984",3702
"14804","46091","1984",5197
"14805","46093","1984",21334
"14806","46095","1984",2234
"14807","46097","1984",3532
"14808","46099","1984",116614
"14809","46101","1984",6673
"14810","46102","1984",10482
"14811","46103","1984",75540
"14812","46105","1984",4484
"14813","46107","1984",3630
"14814","46109","1984",10611
"14815","46111","1984",3066
"14816","46115","1984",8802
"14817","46117","1984",2404
"14818","46119","1984",1837
"14819","46121","1984",7317
"14820","46123","1984",7210
"14821","46125","1984",9019
"14822","46127","1984",10506
"14823","46129","1984",6668
"14824","46135","1984",18879
"14825","46137","1984",2339
"14826","47001","1984",67878
"14827","47003","1984",28841
"14828","47005","1984",14794
"14829","47007","1984",9739
"14830","47009","1984",80840
"14831","47011","1984",69835
"14832","47013","1984",35484
"14833","47015","1984",10403
"14834","47017","1984",28086
"14835","47019","1984",52126
"14836","47021","1984",22817
"14837","47023","1984",12608
"14838","47025","1984",26044
"14839","47027","1984",7664
"14840","47029","1984",29150
"14841","47031","1984",39283
"14842","47033","1984",13991
"14843","47035","1984",30486
"14844","47037","1984",489253
"14845","47039","1984",10798
"14846","47041","1984",13851
"14847","47043","1984",31222
"14848","47045","1984",34013
"14849","47047","1984",25035
"14850","47049","1984",15311
"14851","47051","1984",33353
"14852","47053","1984",48301
"14853","47055","1984",25168
"14854","47057","1984",17120
"14855","47059","1984",55947
"14856","47061","1984",13910
"14857","47063","1984",52755
"14858","47065","1984",283547
"14859","47067","1984",6917
"14860","47069","1984",23199
"14861","47071","1984",22320
"14862","47073","1984",44459
"14863","47075","1984",19948
"14864","47077","1984",21612
"14865","47079","1984",28549
"14866","47081","1984",15625
"14867","47083","1984",6961
"14868","47085","1984",15845
"14869","47087","1984",9048
"14870","47089","1984",33570
"14871","47091","1984",14142
"14872","47093","1984",326466
"14873","47095","1984",8402
"14874","47097","1984",23730
"14875","47099","1984",34896
"14876","47101","1984",9816
"14877","47103","1984",26939
"14878","47105","1984",29979
"14879","47107","1984",42584
"14880","47109","1984",22690
"14881","47111","1984",15678
"14882","47113","1984",76233
"14883","47115","1984",24336
"14884","47117","1984",20108
"14885","47119","1984",51395
"14886","47121","1984",7639
"14887","47123","1984",29726
"14888","47125","1984",88307
"14889","47127","1984",4768
"14890","47129","1984",17352
"14891","47131","1984",33083
"14892","47133","1984",17748
"14893","47135","1984",6466
"14894","47137","1984",4488
"14895","47139","1984",13821
"14896","47141","1984",48885
"14897","47143","1984",24519
"14898","47145","1984",49080
"14899","47147","1984",37829
"14900","47149","1984",94648
"14901","47151","1984",19448
"14902","47153","1984",8630
"14903","47155","1984",45891
"14904","47157","1984",781700
"14905","47159","1984",14251
"14906","47161","1984",9079
"14907","47163","1984",144410
"14908","47165","1984",91221
"14909","47167","1984",33672
"14910","47169","1984",5569
"14911","47171","1984",16867
"14912","47173","1984",12386
"14913","47175","1984",4891
"14914","47177","1984",32874
"14915","47179","1984",90752
"14916","47181","1984",14051
"14917","47183","1984",32673
"14918","47185","1984",19647
"14919","47187","1984",66002
"14920","47189","1984",59330
"14921","48001","1984",45213
"14922","48003","1984",15758
"14923","48005","1984",68319
"14924","48007","1984",17255
"14925","48009","1984",8100
"14926","48011","1984",2022
"14927","48013","1984",28252
"14928","48015","1984",20586
"14929","48017","1984",7900
"14930","48019","1984",8552
"14931","48021","1984",32043
"14932","48023","1984",5153
"14933","48025","1984",27632
"14934","48027","1984",174170
"14935","48029","1984",1094812
"14936","48031","1984",4981
"14937","48033","1984",933
"14938","48035","1984",14305
"14939","48037","1984",79198
"14940","48039","1984",186337
"14941","48041","1984",118968
"14942","48043","1984",8698
"14943","48045","1984",2291
"14944","48047","1984",8797
"14945","48049","1984",35760
"14946","48051","1984",14710
"14947","48053","1984",21352
"14948","48055","1984",25696
"14949","48057","1984",21203
"14950","48059","1984",12832
"14951","48061","1984",242361
"14952","48063","1984",9837
"14953","48065","1984",7284
"14954","48067","1984",30412
"14955","48069","1984",10012
"14956","48071","1984",20248
"14957","48073","1984",39937
"14958","48075","1984",6785
"14959","48077","1984",10304
"14960","48079","1984",4588
"14961","48081","1984",3747
"14962","48083","1984",10918
"14963","48085","1984",189056
"14964","48087","1984",4348
"14965","48089","1984",20426
"14966","48091","1984",42949
"14967","48093","1984",13450
"14968","48095","1984",3159
"14969","48097","1984",29169
"14970","48099","1984",57605
"14971","48101","1984",2792
"14972","48103","1984",5458
"14973","48105","1984",4938
"14974","48107","1984",8321
"14975","48109","1984",3729
"14976","48111","1984",6379
"14977","48113","1984",1713895
"14978","48115","1984",15884
"14979","48117","1984",20791
"14980","48119","1984",4965
"14981","48121","1984",192176
"14982","48123","1984",19965
"14983","48125","1984",3147
"14984","48127","1984",11962
"14985","48129","1984",4174
"14986","48131","1984",13531
"14987","48133","1984",21027
"14988","48135","1984",134005
"14989","48137","1984",2261
"14990","48139","1984",68408
"14991","48141","1984",529672
"14992","48143","1984",25488
"14993","48145","1984",18517
"14994","48147","1984",24922
"14995","48149","1984",20752
"14996","48151","1984",5636
"14997","48153","1984",9064
"14998","48155","1984",2040
"14999","48157","1984",182145
"15000","48159","1984",7509
"15001","48161","1984",16863
"15002","48163","1984",13968
"15003","48165","1984",14552
"15004","48167","1984",213408
"15005","48169","1984",5825
"15006","48171","1984",15582
"15007","48173","1984",1419
"15008","48175","1984",5813
"15009","48177","1984",18647
"15010","48179","1984",27972
"15011","48181","1984",93732
"15012","48183","1984",110162
"15013","48185","1984",18547
"15014","48187","1984",54033
"15015","48189","1984",37234
"15016","48191","1984",4982
"15017","48193","1984",8386
"15018","48195","1984",6397
"15019","48197","1984",6499
"15020","48199","1984",43270
"15021","48201","1984",2757361
"15022","48203","1984",57204
"15023","48205","1984",4132
"15024","48207","1984",7610
"15025","48209","1984",50830
"15026","48211","1984",5753
"15027","48213","1984",50549
"15028","48215","1984",334573
"15029","48217","1984",27029
"15030","48219","1984",25283
"15031","48221","1984",22809
"15032","48223","1984",28047
"15033","48225","1984",21665
"15034","48227","1984",36403
"15035","48229","1984",2714
"15036","48231","1984",62367
"15037","48233","1984",29519
"15038","48235","1984",1791
"15039","48237","1984",8007
"15040","48239","1984",14027
"15041","48241","1984",32323
"15042","48243","1984",1772
"15043","48245","1984",255998
"15044","48247","1984",5387
"15045","48249","1984",40306
"15046","48251","1984",82720
"15047","48253","1984",18475
"15048","48255","1984",13701
"15049","48257","1984",45142
"15050","48259","1984",12293
"15051","48261","1984",558
"15052","48263","1984",1208
"15053","48265","1984",33085
"15054","48267","1984",4224
"15055","48269","1984",396
"15056","48271","1984",2669
"15057","48273","1984",34976
"15058","48275","1984",5625
"15059","48277","1984",43660
"15060","48279","1984",17728
"15061","48281","1984",12918
"15062","48283","1984",5965
"15063","48285","1984",19540
"15064","48287","1984",13935
"15065","48289","1984",12235
"15066","48291","1984",54030
"15067","48293","1984",21535
"15068","48295","1984",4385
"15069","48297","1984",9728
"15070","48299","1984",11598
"15071","48301","1984",89
"15072","48303","1984",221101
"15073","48305","1984",7879
"15074","48307","1984",8965
"15075","48309","1984",181309
"15076","48311","1984",914
"15077","48313","1984",11787
"15078","48315","1984",10593
"15079","48317","1984",5427
"15080","48319","1984",3679
"15081","48321","1984",39645
"15082","48323","1984",34804
"15083","48325","1984",24274
"15084","48327","1984",2489
"15085","48329","1984",106499
"15086","48331","1984",23870
"15087","48333","1984",4716
"15088","48335","1984",9407
"15089","48337","1984",18440
"15090","48339","1984",165154
"15091","48341","1984",18127
"15092","48343","1984",14700
"15093","48345","1984",1741
"15094","48347","1984",51096
"15095","48349","1984",39097
"15096","48351","1984",13488
"15097","48353","1984",17928
"15098","48355","1984",290739
"15099","48357","1984",11036
"15100","48359","1984",2476
"15101","48361","1984",85764
"15102","48363","1984",26012
"15103","48365","1984",22359
"15104","48367","1984",51332
"15105","48369","1984",10400
"15106","48371","1984",16969
"15107","48373","1984",28538
"15108","48375","1984",104697
"15109","48377","1984",5787
"15110","48379","1984",5777
"15111","48381","1984",82435
"15112","48383","1984",4951
"15113","48385","1984",2507
"15114","48387","1984",15752
"15115","48389","1984",17071
"15116","48391","1984",9114
"15117","48393","1984",1114
"15118","48395","1984",16073
"15119","48397","1984",18802
"15120","48399","1984",12748
"15121","48401","1984",43996
"15122","48403","1984",9465
"15123","48405","1984",8579
"15124","48407","1984",14190
"15125","48409","1984",61898
"15126","48411","1984",5939
"15127","48413","1984",3412
"15128","48415","1984",20691
"15129","48417","1984",4305
"15130","48419","1984",23084
"15131","48421","1984",3079
"15132","48423","1984",145036
"15133","48425","1984",4836
"15134","48427","1984",33375
"15135","48429","1984",10592
"15136","48431","1984",1580
"15137","48433","1984",2464
"15138","48435","1984",5673
"15139","48437","1984",8968
"15140","48439","1984",1001831
"15141","48441","1984",122287
"15142","48443","1984",1581
"15143","48445","1984",14919
"15144","48447","1984",2399
"15145","48449","1984",23213
"15146","48451","1984",96165
"15147","48453","1984",499412
"15148","48455","1984",11006
"15149","48457","1984",17372
"15150","48459","1984",32240
"15151","48461","1984",5395
"15152","48463","1984",24013
"15153","48465","1984",39307
"15154","48467","1984",35445
"15155","48469","1984",75488
"15156","48471","1984",49049
"15157","48473","1984",23372
"15158","48475","1984",15998
"15159","48477","1984",25476
"15160","48479","1984",116569
"15161","48481","1984",41618
"15162","48483","1984",7792
"15163","48485","1984",125811
"15164","48487","1984",17002
"15165","48489","1984",18460
"15166","48491","1984",99670
"15167","48493","1984",18769
"15168","48495","1984",11096
"15169","48497","1984",30392
"15170","48499","1984",27516
"15171","48501","1984",9189
"15172","48503","1984",20935
"15173","48505","1984",8163
"15174","48507","1984",12333
"15175","49001","1984",4970
"15176","49003","1984",35830
"15177","49005","1984",65069
"15178","49007","1984",23170
"15179","49009","1984",761
"15180","49011","1984",165727
"15181","49013","1984",15159
"15182","49015","1984",12485
"15183","49017","1984",4035
"15184","49019","1984",7875
"15185","49021","1984",19270
"15186","49023","1984",6030
"15187","49025","1984",4524
"15188","49027","1984",12553
"15189","49029","1984",5145
"15190","49031","1984",1402
"15191","49033","1984",2280
"15192","49035","1984",685568
"15193","49037","1984",12241
"15194","49039","1984",16500
"15195","49041","1984",15921
"15196","49043","1984",12300
"15197","49045","1984",27358
"15198","49047","1984",25963
"15199","49049","1984",241043
"15200","49051","1984",9363
"15201","49053","1984",32817
"15202","49055","1984",2152
"15203","49057","1984",154828
"15204","50001","1984",30525
"15205","50003","1984",34649
"15206","50005","1984",26067
"15207","50007","1984",120774
"15208","50009","1984",6115
"15209","50011","1984",36206
"15210","50013","1984",4744
"15211","50015","1984",17717
"15212","50017","1984",23670
"15213","50019","1984",23475
"15214","50021","1984",58758
"15215","50023","1984",53389
"15216","50025","1984",38678
"15217","50027","1984",51895
"15218","51001","1984",31077
"15219","51003","1984",59250
"15220","51005","1984",18769
"15221","51007","1984",8189
"15222","51009","1984",28923
"15223","51011","1984",12086
"15224","51013","1984",163165
"15225","51015","1984",49309
"15226","51017","1984",5394
"15227","51019","1984",44281
"15228","51021","1984",6444
"15229","51023","1984",23359
"15230","51025","1984",15971
"15231","51027","1984",36392
"15232","51029","1984",12480
"15233","51031","1984",46055
"15234","51033","1984",18299
"15235","51035","1984",27337
"15236","51036","1984",6548
"15237","51037","1984",11919
"15238","51041","1984",159978
"15239","51043","1984",10724
"15240","51045","1984",4083
"15241","51047","1984",23367
"15242","51049","1984",7850
"15243","51051","1984",19850
"15244","51053","1984",21072
"15245","51057","1984",8863
"15246","51059","1984",688158
"15247","51061","1984",39169
"15248","51063","1984",11704
"15249","51065","1984",10529
"15250","51067","1984",36675
"15251","51069","1984",36764
"15252","51071","1984",17377
"15253","51073","1984",24069
"15254","51075","1984",12449
"15255","51077","1984",16668
"15256","51079","1984",8535
"15257","51081","1984",9413
"15258","51083","1984",36668
"15259","51085","1984",52294
"15260","51087","1984",194216
"15261","51089","1984",57446
"15262","51091","1984",2928
"15263","51093","1984",22692
"15264","51095","1984",26603
"15265","51097","1984",6018
"15266","51099","1984",10939
"15267","51101","1984",9652
"15268","51103","1984",10352
"15269","51105","1984",26084
"15270","51107","1984",64163
"15271","51109","1984",18564
"15272","51111","1984",11891
"15273","51113","1984",10830
"15274","51115","1984",8244
"15275","51117","1984",29659
"15276","51119","1984",8048
"15277","51121","1984",66466
"15278","51125","1984",12501
"15279","51127","1984",9123
"15280","51131","1984",13844
"15281","51133","1984",9951
"15282","51135","1984",14503
"15283","51137","1984",18792
"15284","51139","1984",19917
"15285","51141","1984",17539
"15286","51143","1984",55446
"15287","51145","1984",13324
"15288","51147","1984",16647
"15289","51149","1984",25663
"15290","51153","1984",167166
"15291","51155","1984",35293
"15292","51157","1984",6196
"15293","51159","1984",6801
"15294","51161","1984",74768
"15295","51163","1984",17909
"15296","51165","1984",53399
"15297","51167","1984",31536
"15298","51169","1984",24609
"15299","51171","1984",28756
"15300","51173","1984",32975
"15301","51175","1984",17751
"15302","51177","1984",37616
"15303","51179","1984",46427
"15304","51181","1984",6111
"15305","51183","1984",10412
"15306","51185","1984",49935
"15307","51187","1984",22268
"15308","51191","1984",45985
"15309","51193","1984",14406
"15310","51195","1984",43470
"15311","51197","1984",25382
"15312","51199","1984",37440
"15313","51510","1984",110215
"15314","51520","1984",19025
"15315","51530","1984",6529
"15316","51540","1984",40369
"15317","51550","1984",124208
"15318","51570","1984",16352
"15319","51580","1984",7883
"15320","51590","1984",54615
"15321","51595","1984",5784
"15322","51600","1984",19424
"15323","51610","1984",9337
"15324","51620","1984",7670
"15325","51630","1984",16883
"15326","51640","1984",6674
"15327","51650","1984",126945
"15328","51660","1984",26325
"15329","51670","1984",24033
"15330","51678","1984",6910
"15331","51680","1984",66923
"15332","51683","1984",17404
"15333","51685","1984",7026
"15334","51690","1984",17226
"15335","51700","1984",154353
"15336","51710","1984",276759
"15337","51720","1984",4474
"15338","51730","1984",40041
"15339","51735","1984",9815
"15340","51740","1984",106856
"15341","51750","1984",14345
"15342","51760","1984",214951
"15343","51770","1984",99932
"15344","51775","1984",23829
"15345","51790","1984",24133
"15346","51800","1984",48023
"15347","51810","1984",309976
"15348","51820","1984",18323
"15349","51830","1984",10391
"15350","51840","1984",19814
"15351","53001","1984",13534
"15352","53003","1984",17299
"15353","53005","1984",110669
"15354","53007","1984",48599
"15355","53009","1984",51633
"15356","53011","1984",201638
"15357","53013","1984",4110
"15358","53015","1984",79138
"15359","53017","1984",23830
"15360","53019","1984",5956
"15361","53021","1984",36758
"15362","53023","1984",2486
"15363","53025","1984",51929
"15364","53027","1984",64250
"15365","53029","1984",47315
"15366","53031","1984",17036
"15367","53033","1984",1328053
"15368","53035","1984",161738
"15369","53037","1984",25144
"15370","53039","1984",16502
"15371","53041","1984",57011
"15372","53043","1984",9486
"15373","53045","1984",34365
"15374","53047","1984",32634
"15375","53049","1984",17856
"15376","53051","1984",8924
"15377","53053","1984",519864
"15378","53055","1984",8444
"15379","53057","1984",68794
"15380","53059","1984",7677
"15381","53061","1984",368106
"15382","53063","1984",353354
"15383","53065","1984",30446
"15384","53067","1984",135725
"15385","53069","1984",3580
"15386","53071","1984",48735
"15387","53073","1984",111288
"15388","53075","1984",39551
"15389","53077","1984",180213
"15390","54001","1984",16851
"15391","54003","1984",50339
"15392","54005","1984",29775
"15393","54007","1984",14120
"15394","54009","1984",29164
"15395","54011","1984",105377
"15396","54013","1984",8477
"15397","54015","1984",11200
"15398","54017","1984",7506
"15399","54019","1984",56149
"15400","54021","1984",8608
"15401","54023","1984",10428
"15402","54025","1984",37138
"15403","54027","1984",15321
"15404","54029","1984",39382
"15405","54031","1984",10408
"15406","54033","1984",76097
"15407","54035","1984",26229
"15408","54037","1984",31822
"15409","54039","1984",226058
"15410","54041","1984",19009
"15411","54043","1984",23303
"15412","54045","1984",49473
"15413","54047","1984",46081
"15414","54049","1984",63847
"15415","54051","1984",40063
"15416","54053","1984",26552
"15417","54055","1984",72363
"15418","54057","1984",27023
"15419","54059","1984",37922
"15420","54061","1984",77615
"15421","54063","1984",12685
"15422","54065","1984",11130
"15423","54067","1984",28241
"15424","54069","1984",57427
"15425","54071","1984",7907
"15426","54073","1984",7949
"15427","54075","1984",9905
"15428","54077","1984",30620
"15429","54079","1984",40027
"15430","54081","1984",86034
"15431","54083","1984",29470
"15432","54085","1984",11278
"15433","54087","1984",16071
"15434","54089","1984",15657
"15435","54091","1984",16513
"15436","54093","1984",8366
"15437","54095","1984",10924
"15438","54097","1984",24488
"15439","54099","1984",45104
"15440","54101","1984",11817
"15441","54103","1984",21245
"15442","54105","1984",5275
"15443","54107","1984",91676
"15444","54109","1984",34166
"15445","55001","1984",14538
"15446","55003","1984",17045
"15447","55005","1984",40151
"15448","55007","1984",14207
"15449","55009","1984",181698
"15450","55011","1984",14203
"15451","55013","1984",12951
"15452","55015","1984",32158
"15453","55017","1984",52712
"15454","55019","1984",33052
"15455","55021","1984",43796
"15456","55023","1984",16411
"15457","55025","1984",335380
"15458","55027","1984",74476
"15459","55029","1984",25610
"15460","55031","1984",42997
"15461","55033","1984",34769
"15462","55035","1984",81483
"15463","55037","1984",4180
"15464","55039","1984",88550
"15465","55041","1984",9245
"15466","55043","1984",51236
"15467","55045","1984",30302
"15468","55047","1984",18886
"15469","55049","1984",20349
"15470","55051","1984",6337
"15471","55053","1984",16722
"15472","55055","1984",66040
"15473","55057","1984",21246
"15474","55059","1984",121202
"15475","55061","1984",19840
"15476","55063","1984",93721
"15477","55065","1984",17021
"15478","55067","1984",20044
"15479","55069","1984",27314
"15480","55071","1984",82332
"15481","55073","1984",111241
"15482","55075","1984",40048
"15483","55077","1984",12113
"15484","55078","1984",3330
"15485","55079","1984",951594
"15486","55081","1984",35522
"15487","55083","1984",29412
"15488","55085","1984",31182
"15489","55087","1984",131139
"15490","55089","1984",67363
"15491","55091","1984",7375
"15492","55093","1984",32267
"15493","55095","1984",33910
"15494","55097","1984",58559
"15495","55099","1984",16316
"15496","55101","1984",169625
"15497","55103","1984",17502
"15498","55105","1984",137529
"15499","55107","1984",15726
"15500","55109","1984",44912
"15501","55111","1984",44924
"15502","55113","1984",13919
"15503","55115","1984",36644
"15504","55117","1984",101065
"15505","55119","1984",18986
"15506","55121","1984",26088
"15507","55123","1984",26254
"15508","55125","1984",17213
"15509","55127","1984",71398
"15510","55129","1984",13449
"15511","55131","1984",85924
"15512","55133","1984",280009
"15513","55135","1984",44325
"15514","55137","1984",18846
"15515","55139","1984",133105
"15516","55141","1984",74570
"15517","56001","1984",30899
"15518","56003","1984",12288
"15519","56005","1984",33820
"15520","56007","1984",20391
"15521","56009","1984",14419
"15522","56011","1984",5813
"15523","56013","1984",37968
"15524","56015","1984",12711
"15525","56017","1984",5950
"15526","56019","1984",7026
"15527","56021","1984",73350
"15528","56023","1984",14108
"15529","56025","1984",73163
"15530","56027","1984",3285
"15531","56029","1984",24366
"15532","56031","1984",9692
"15533","56033","1984",26935
"15534","56035","1984",5256
"15535","56037","1984",42478
"15536","56039","1984",10556
"15537","56041","1984",22560
