"state","grand_total_t_10m2","building_dcmix_hr","building_dcmix_lr","building_dcmix_mr","building_irh","building_light","building_sdr_hr","building_sdr_lr","building_sdr_mr","building_sky","building","other_airport","other_parking","other_remaining_impervious","other","rail_bridge","rail_other","rail_railway","rail_subway_elevated","rail_subway_surface","rail_subway","rail","rail_tram","rail_tunnel","street_bridge_motorway","street_bridge_other","street_cycleway","street_footway","street_gravel","street_living_street","street_motorway_elevated","street_motorway_link","street_motorway","street_other_elevated","street_other","street_pedestrian","street_primary_link","street_primary","street_residential","street_secondary_link","street_secondary","street_tertiary_link","street_tertiary","street","street_trunk_link","street_trunk","street_tunnel"
"IE_IE",2450759340.9458,6898628.81428909,7833254.7566576,34428057.1615438,72194666.1173534,40891785.9543272,1114143.88539886,295027192.297155,153779014.038492,1291.10791015625,612168050.100755,5921496.30111408,37790436.3620968,513349515.944092,557061442.542206,1635022.01869965,4501112.86122799,8890775.58857846,0,0,0,15919736.4720819,311092.202301979,581732.47858429,3836353.65073395,12129592.2871237,1125111.39514485,3116954.27892664,30782353.4180471,45524.5169677734,438607.685853958,5565952.06400347,71589242.3029861,937494.312465847,556015434.239582,368960.778125763,53393.7563781738,84913780.5743132,101670053.554372,347063.171688795,149692041.321231,441703.400755882,169595575.567284,1265609996.49694,2681459.85052109,68224316.152359,2039032.66387558
"IE_NO",819991278.579468,1524237.41870117,4073024.26785278,14820511.0859375,24620812.3486767,13934181.1860011,179034.695159912,116115299.831837,72734417.0087357,25999.90234375,248027421.09532,2456540.92578125,13886080.2563477,192347468.389706,208690107.088924,363529.184967041,136726.575180054,1671323.78759766,0,0,0,2367946.60742188,0,196364.905639648,823912.48828125,3913460.18644714,330655.721923828,816797.801834106,5883635.74160767,165419.777374268,94571.9273071289,963161.234375,8589591.83203125,302470.933261871,154745514.797516,109043.990768433,97932.5198364258,36328037.7099609,41487214.5438232,68002.735168457,32404102.0389404,67239.1998901367,27535401.0061035,360905483.298706,1098593.41113281,44824291.7575073,256304.14440918
