"zone","mass_grand_t_10m2","mass_building_commercial_industrial","mass_building_commercial_innercity","mass_building_highrise","mass_building_lightweight","mass_building_multifamily","mass_building_singlefamily","mass_building_skyscraper","mass_building","mass_other_airport","mass_other_parking","mass_other_remaining_impervious","mass_other","mass_rail_bridge","mass_rail_other","mass_rail_railway","mass_rail_subway_elevated","mass_rail_subway_surface","mass_rail_subway","mass_rail","mass_rail_tram","mass_rail_tunnel","mass_street_bridge_motorway","mass_street_bridge_other","mass_street_local","mass_street_motorway_elevated","mass_street_motorway","mass_street_other_elevated","mass_street_primary","mass_street_secondary","mass_street_tertiary","mass_street","mass_street_track","mass_street_tunnel"
707,165037684,28617781,401104.349609375,70875.076171875,5654284,5719518.625,66595032,0,107058744,1009963.6875,1370678.375,21356788,23737420,74324.349609375,34370.48828125,2576384.5625,0,0,0,2689000.9375,590.674255371094,3332.65779876709,158447.09375,284472.3515625,19024219,42161.103515625,4842445.75,59997.2802734375,34180.8046875,4666435,2365117.8125,31552561,22763.109375,52283.158203125
708,53133240.875,9345518.921875,95772.8002319336,1486.08483886719,1530141.76171875,996343.573242188,16764724.5625,0,28733993.375,454919.65625,154777.721923828,6418545.81835938,7028245.56835938,39987.9573974609,1720.33874511719,2476361.19140625,0,0,0,2518069.83203125,0,0,62118.66015625,86360.4084472656,8871848,16623.56640625,2399329.96875,18214.0216369629,0,1781972.39453125,1581811.3671875,14852991.375,26409.5048828125,8289.0791015625
709,37447886.09375,4379042.19628906,84952.0546875,0,1031680.45507812,523891.236328125,9139076.671875,0,15158634.8125,290032.15625,266188.125,3651206.41064453,4207428.16064453,45483.6263427734,4608.4833984375,3229027.73828125,0,0,0,3279119.25195312,0,0,91833.484375,115112.427246094,7275403.84375,24435.921875,4643964.3671875,24278.0229797363,0,1330627.48242188,1271544.32421875,14802628.65625,18252.9323425293,7149.5068359375
710,73936814.5683594,10541439.8125,339903.649902344,23340.7761001587,2031822.65966797,1399514.9140625,19720804.6906738,0,34056853.5068359,419383.9375,48088.3828125,8412062.43283081,8879528.74533081,65547.6655273438,6010.72314453125,3815241.84375,0,0,0,3886801.90625,0,0,275909.828125,228623.289550781,13079815.5546875,73480.8557128906,7073446.375,48218.2642822266,0,2706833.46875,3571465.16918945,27113668.4101562,45232.568359375,10634.4183349609
711,31683754,3452908,124623.8125,0,911127.6875,467812.96875,7391443.5,0,12347920,284700.1875,0,2421272.5,2705975,18668.50390625,0,1005039.6875,0,0,0,1023708.0625,0,0,72747.7265625,78224.8828125,7438786,19357.40234375,5274006.5,16498.171875,0,2633459.75,53471.52734375,15606182,16358.5556640625,3177.55908203125
712,36244490,4516524.78125,42552.0102233887,0,735496.88671875,165110.749023438,7246510.75,0,12706181.875,207537.78125,1339.40278625488,3083384.1875,3292260.828125,35453.1489257812,0,2171502.84375,0,0,0,2206955.9375,0,0,40617.8955078125,103135.247558594,11150906.75,10807.9962158203,3380606.140625,21751.9605712891,0,1720421.390625,1588461.44140625,18039003.3125,21930.7260742188,330.995727539062
713,231052864,40215876,975837.125,55061.25,7543359.5,17627452,90797016,0,157214496,672696.0625,1367906.5,29776088,31816658,70967.6875,45681.98046875,3525098.5,0,0,0,3641747.25,0,0,95549.2734375,323383.84375,22231416,25424.666015625,3814190,68203.984375,3038315.5,4351143.5,4350802,38379248,18673.75,62208.26953125
714,25592680.75,2042315.4375,152971.578125,0,641442.375,258602.263671875,5296926.6875,0,8392267.6875,134694.53125,0,1693430.5,1828124.5,19328.486328125,0,1416274.0703125,0,0,0,1435603.5703125,0,0,158235.84375,111325.258789062,6373973.875,42122.46484375,4606668.375,23479.2736816406,494014.71875,1061865.28125,1059826.2734375,13936700.75,5230.12927246094,0
715,13431097,1133827.5,6089.00927734375,0,520014,390834.4375,2891386.5,0,4942152.5,386945.28125,0,592739.0625,979684.375,11218.1103515625,0,381870,0,0,0,393088,0,0,73391.515625,40255.33984375,4747470.5,19528.712890625,813723.125,8490.1396484375,484234.46875,425143.75,481134.625,7116186,22806.0703125,0
716,11782997,968261.75,117665.4453125,26622.96875,352526.3125,166313.15625,2938456,0,4569850,83441.1015625,16983.65234375,858887.375,959311.875,25403.787109375,0,691757.625,0,0,0,717161.4375,0,0,81780.5234375,38935.68359375,2735998.75,21760.939453125,1633392.5,8211.81640625,814421.125,0,193804.671875,5536681.5,7265.1650390625,1101.74291992188
717,59496788,10146426.25,553299.265625,115621.794433594,1515339.4375,594647.90625,15706247,0,28631564,716171.2109375,32123.9870605469,8098408.25,8846703.75,51491.1796875,7305.28692626953,3521951,0,0,0,3585330.75,0,4582.9326171875,149954.06640625,191875.921875,8961759,40138.8388671875,4782982.5,40468.005859375,976618.1875,2537154.125,719753.34375,18433150,8140.66040039062,24304.5422363281
718,134906589.25,17465757.4628906,1362772.5,162201.28125,4442561.234375,6023001.2265625,42735038.0625,0,72191332.75,653189.353515625,449333.8125,20933038.0078125,22035540.390625,77260.3984375,51333.27734375,5398509.95263672,0,0,0,5574949.95263672,0,47839.90234375,584040.125,301177.270019531,16530467.65625,156093.96875,10595220,63520.416229248,906653.8125,3506674.3359375,2402316.1796875,35104582.625,25292.0550537109,33179.97265625
719,12719322,1010681.90625,7965.26220703125,0,426734.078125,127514.63671875,3438633.1875,0,5011526.75,26077.3046875,13650.267578125,638520.9296875,678249.4296875,1445.97436523438,0,0,0,0,0,1445.97436523438,0,0,0,84889.044921875,5198187.875,0,0,17903.7080078125,0,1446103.375,271063.015625,7028106.75,9977.19067382812,0
720,28183008,2765233.34375,50944.7933349609,677.451904296875,799185.015625,445879.62109375,6528957.25,0,10590882.375,201759.6875,5739.97119140625,3221626.75,3429126.5,15343.3950195312,7250.52685546875,1699855.9375,0,0,0,1722448.5,0,0,72506.7236328125,65231.5493164062,6293077.25,19302.9436035156,3369235.1875,13757.7999267578,1105875.5,650315.875,846344.90625,12440523.25,3879.49719238281,978.801574707031
721,13353847,860633.625,54659.16796875,1012.51794433594,344594.34375,302231.90625,2879455.75,0,4442589.5,143660.3125,0,757815.5,901475.5,32873.07421875,0,1000103.5,0,0,0,1032976.75,0,0,21649.341796875,52956.7265625,3549508.5,5760.662109375,1286628.5,11168.9453125,438389.75,663906.9375,932819,6976840,14060.236328125,0
722,10347464,1172094.375,30680.052734375,0,315618.375,64230.9453125,2572605.5,0,4155226.75,37659.390625,0,800560.75,838220.25,10887.3349609375,0,705507.1875,0,0,0,716394.3125,0,0,0,50321.6796875,3431627.25,0,0,10613.2099609375,0,540602.6875,596611.4375,4637641,7860.138671875,0
723,87256094,11515048.375,766059.125,68357.296875,2419186.90625,1592264,22576070,0,38937065.5,679696.6796875,139853.25,11536539.375,12356078.75,30867.9267578125,3760.01104736328,2497119.625,0,0,0,2532524,0,777.197692871094,270480.48828125,177152.103515625,14100880.5,72334.408203125,9622423.5,37362.6708984375,1608184,3113785.375,4412392.625,33430221,8870.30810546875,6340.93273925781
724,9093707,462615.5625,2335.49243164062,0,336053.03125,367561.4375,2843226.25,0,4011796.75,0,0,598842.25,598842.25,15209.513671875,0,615555.5,0,0,0,630765.5,0,0,0,28017.71875,3087982.5,0,0,5909.1396484375,0,235312.28125,488161.65625,3852312,6926.935546875,0
725,27697957.5,3363386.875,46247.349609375,0,818883.7578125,254221.0390625,6229631.375,0,10712375.75,299588.1875,6135.458984375,2208357.375,2514081.125,14303.8054199219,96934.9853515625,1710425.03125,0,0,0,1824782.96875,0,3125.68627929688,40779.6640625,46553.060546875,7838472.25,10851.041015625,2961257,9818.37719726562,342551.62109375,811220.4765625,576120.62109375,12646711.875,4341.5,4742.69580078125
726,33318821.5,2650430.5625,28498.6904296875,0,1429479.984375,579160.203125,10337622.375,0,15025197.25,31675.92578125,234.552459716797,2332945.625,2364856.6875,17310.7380371094,2822.93103027344,1917755.46875,0,0,0,1937888.9375,0,0,5777.55908203125,25636.0381469727,9816301.25,1537.34802246094,1242364.625,5406.8240814209,0,1658589.0625,1202931.4296875,13990914.5,31056.7900390625,1314.52575683594
727,19011918.5,1409716.3984375,11925.7471923828,0,868563.357421875,634909.646484375,6375021.6484375,0,9300130.46875,64506.30859375,52894.7109375,2101439.98046875,2218839.9296875,16775.1923828125,0,710507.09375,0,0,0,727282.5625,0,0,130699.95703125,17480.4790039062,4923337.375,34815.6667480469,486536.125,3686.76049804688,537729.875,264818,361587.875,6765688.46875,4598.15576171875,406.651885986328
728,13364392.875,1032702.140625,87793.1481933594,1102.94390869141,347470.4296875,129597.552734375,3087658.9375,0,4686319.4375,66812.859375,15687.6201171875,1059659.078125,1142159.828125,6736.85394287109,585.752014160156,886997.47265625,0,0,0,894320.06640625,0,0,0,21900.3359375,5210876.3125,0,1497.54370117188,4618.93939208984,0,720136.28125,670875.171875,6641589,11675.6993408203,0
729,26814050,2251015.9765625,37187.9575805664,3013.8330078125,916535.96484375,397469.381835938,6117130.28125,0,9722346.0625,228537.828125,0,1758828.3125,1987365.0625,10893.6372070312,366.710296630859,1909616.140625,0,0,0,1920876.703125,0,0,11984.30859375,31780.619140625,8180436.25,3188.89916992188,3024609.875,6702.75988769531,0,827466,1089609.28125,13183461.5,6901.904296875,770.747192382812
730,21177811.5,2507968.9375,129065.8203125,11496.787109375,560250.0703125,252932.202148438,4457692.6875,0,7919399.25,211654.6875,58161.59375,2135111.1953125,2404929.8203125,5358.6103515625,994.301696777344,1349078.859375,0,0,0,1355431.3203125,0,0,0,45566.9099121094,6232691.5,0,0,9610.38592529297,1844140.375,606769.453125,755179.0390625,9498078.5,4120.35015869141,0
731,105443674.5,14317944.625,146537.865234375,20366.845703125,4242347.65625,4101849.125,48920867.25,0,71749868.5,545431.6875,326832.223632812,10378390.0625,11250661.5,30422.1689453125,82875.609375,1635345.5625,0,0,0,1748639.0625,0,0,6115.9599609375,117349.642578125,14892551.875,1627.39270019531,926602.28125,24749.853515625,434467.71875,3599408.9375,627925.203125,20694358.75,56650.9892578125,6922.53857421875
732,41077223,4708461.75,124331.23828125,0,1389113.9375,1035906.84375,11445577.5,0,18703388,308442.671875,104902.001953125,3765832.875,4179177.8125,46652.359375,363.633850097656,2892378.875,0,0,0,2939394.625,0,0,61181.052734375,125220.2890625,7932892.75,16279.6362304688,3002128.625,26409.8271484375,0,3565662.125,494343.109375,15255301.5,30504.95703125,704.548034667969
733,15614214,984534.640625,19713.5899963379,0,307991.939453125,99058.8955078125,3011661.09375,0,4422961.65625,65033.015625,25354.49609375,814569.5703125,904957.7578125,14215.5959472656,7560.62744140625,1332322.125,0,0,0,1354099.796875,0,0,55956.49609375,66139,4452345.8125,14889.4353027344,2821963.6875,13949.1752929688,0,433389.6875,1058842.625,8932198,14738.4075927734,0
734,4994208.375,161072.021484375,6252.0029296875,0,145187.4765625,28892.21875,1045973.34375,0,1387377.90625,0,0,77510.1767578125,77510.1767578125,1362.49194335938,0,182942.46484375,0,0,0,303782.171875,0,119477.296875,0,8055.36163330078,2360762.8125,0,0,1698.93453979492,0,409178.875,424540.1875,3225537.5,21294.7724609375,0
735,91930008,13057559,1609472.5,63284.05078125,2692235,5892132.5,28952862,0,52267676,899167.375,94997.7109375,13407216,14401386,101689.234375,13528.2783203125,3160316.25,0,0,0,3277720,0,2179.53271484375,398966.5625,189996.671875,9382835,107283.5625,5117229.5,40071.65625,1920353.5,882819.5,3874348,21983332,19087.783203125,50273.50390625
736,22115646.1875,1424316.89648438,19256.2811279297,0,538899.502929688,73158.7987670898,3257084.22265625,0,5312718.875,82956.4296875,4263.60400390625,1329602.796875,1416823.171875,36339.9462890625,0,1127192.21875,0,0,0,1163532.265625,0,0,248304.671875,61305.5029296875,7180458.4140625,66071.2734375,4253363.28125,12929.7731933594,0,975679.2109375,1410077.3125,14222564.875,14357.1478271484,0
737,7200978.5,370984.71875,20658.48828125,0,132711.640625,61082.3828125,1132854.25,0,1718292.375,0,0,227308.59375,227308.59375,1762.57641601562,0,473561.90625,0,0,0,475324.53125,0,0,64540.2890625,14443.259765625,1876931.125,17173.494140625,1857449,3046.18774414062,0,434465.5625,498175.9375,4780048,11482.5791015625,2316.96997070312
738,7060271.4375,1090403.56640625,200171.375,1777.89172363281,211447.484375,231581.88671875,1636133.0625,0,3371515.03125,26873.9140625,0,559510.784179688,586384.846679688,7181.04174804688,0,490753.10546875,0,0,0,497933.9765625,0,0,15541.6357421875,20599.2841796875,1513810.40625,4135.4658203125,163512.5,4344.53686523438,203384.5859375,0,668918.703125,2604426.125,10181.8762207031,0
739,15232073.375,1423553.3203125,25136.197265625,0,587801.015625,415421.315429688,4330234.53125,0,6782157.265625,92555.8359375,0,801809.815917969,894365.253417969,10200.5759277344,8425.7275390625,1538149.4296875,0,0,0,1556776.1640625,0,0,0,10832.0859375,4385342.15625,0,14597.6943359375,2284.56494140625,0,714046.4375,857619.6171875,5998759.09375,13800.658203125,250.611038208008
740,21552410,2345232.25,229883.453125,5398.2890625,951890.875,444251.90625,5792810.5,0,9769469,136299.515625,0,1534149.375,1670449.125,29453.45703125,3444.36938476562,2269160.75,0,0,0,2302059.25,0,0,0,39085.9453125,5952997,0,0,8243.51171875,0,715542.5,1063259.125,7810438,30471.87890625,841.6748046875
741,13352903.4375,1992010.7265625,38579.01953125,0,525259.21484375,416143.629882812,3610391.375,0,6582368.5625,120942.046875,119454.0078125,550855.261230469,791251.761230469,1521.58081054688,41955.05859375,230898.7109375,0,0,0,274375.6796875,0,0,0,12973.3123779297,4538510.0625,0,0,2736.16545104981,696093.203125,0,410047.375,5704912.1875,44546.2834472656,0
742,70445176,12065878,656230.4375,17283.5546875,1993421.625,2190401.25,20462318,0,37385604,1245640.25,317032.625,13324806,14887483,58021.69921875,33649.40234375,1583905.875,0,0,0,1679244.5,0,3666.345703125,453886.625,270238.34375,6993916.5,121497.125,4225272.5,56995.14453125,1197654.25,2250636.25,771255.9375,16492835,142709.359375,8790.298828125
743,6465938.421875,619226.598632812,12067.1015625,0,220791.19921875,73153.0516357422,1489090.609375,0,2414323.3203125,23136.017578125,0,248474.988037109,271610.956787109,3833.87908935547,0,94611.640625,0,0,0,98445.5234375,0,0,0,28422.77734375,2494339.2578125,0,0,5994.56768798828,0,785970.08203125,360236.40625,3681558.75,6599.16748046875,0
744,19645885.5625,1906247.625,5551.18399047852,0,675921.2890625,64956.5988769531,4538042.53125,0,7190723.59375,234024.78125,5810.73681640625,932288.35546875,1172123.60546875,13721.0034179688,0,917810.96875,0,0,0,931531.4921875,0,0,0,38889.8842163086,8230321.8125,0,368422.15625,8202.15702819824,242133.109375,807572.869140625,629271.61328125,10351513.0625,26686.9731445312,0
745,15398188,1478460.875,42680.02734375,19926.466796875,512883.3125,148434.9375,4505820.5,0,6708213.5,100689.734375,17416.23046875,1138178.5,1256284.5,5612.20751953125,0,446763.21875,0,0,0,452375.4375,0,0,0,56149.9609375,4563406.5,0,0,11842.4033203125,1023937.0625,892167.9375,422051.96875,6981355,11792.0634765625,0
746,118356308,12126685.875,553439.4453125,10084.75390625,4296972.75,5324224.75,41012712,0,63324127,1745877.62890625,475405.84765625,17666361.75,19887632.75,217338.689453125,95996.890625,5729418.25,0,0,0,6116063.625,0,73310.0234375,1017040.0625,325403.203125,15453189.5,272319.3125,5237349.4375,68629.9169921875,1229271.25,2127967.40625,3222993,29028419,32187.6162109375,42088.458984375
747,102585816,11072948,1127248.75,46619.5,3425394.75,3603652.25,35754412,144320.984375,55174680,1105022.125,107421.046875,13321950,14534394,54061.7734375,6822.287109375,2875971.25,0,0,0,2937305,0,451.957397460938,223888.703125,272807.5625,15037769,59736.5078125,8558557,57536.96484375,1957033.625,1237963.875,2464648.75,29939028,4776.10302734375,64232.0078125
748,30894561.5,4068867.75,118051.134765625,4217.2744140625,1186369,828795.0546875,10288234.75,0,16494539.5,289165.21875,19048.392578125,2038075.046875,2346288.421875,15362.2954101562,10107.919921875,639151.375,0,0,0,664621.125,0,0,77392.90625,99094.703125,6388811.375,20593.435546875,1202210.5,20899.7883300781,419203.6875,1606065,1538814.34375,11389086.75,15653.7736816406,373.552307128906
749,7672139.5,460033.09375,32793.515625,588.814636230469,160861.640625,25444.158203125,1201630.75,0,1881351.625,0,0,498971.375,498971.375,10529.779296875,0,371794.5,0,0,0,382324.28125,0,0,120348.203125,39294.93359375,2274883,32023.41015625,1528348.625,8287.5869140625,243403,436874.34375,222036.296875,4909498.5,1774.56884765625,2212.94262695312
750,8523133,612436,3683.75805664062,0,239678.3125,33179.16796875,1611642,0,2500622.25,40076.2265625,0,598675.4375,638751.8125,6683.30029296875,0,209701.953125,0,0,0,216385.265625,0,0,0,30959.0625,3653133.75,0,0,6529.490234375,0,730954.9375,734778.6875,5167393,11027.7109375,0
751,67520024,9201487,479034.21875,26979.552734375,2149601.5,2996092.75,22306680,0,37159916,192510.859375,682635.5,8752130,9627289,48381.82421875,2614.96435546875,2245698,0,0,0,2296694,0,0,358165.71875,107612.328125,9078300,96057.4375,4893198.5,22696.21875,892028.9375,1173312.625,1777391.125,18436098,26590.8203125,10809.375
752,12848484.875,760370.4609375,35893.4097290039,0,380067.244140625,250008.66015625,3056942.703125,0,4483284.234375,23354.23828125,0,348207.117553711,371561.363647461,8282.06127929688,281.185577392578,765852.232421875,0,0,0,774415.59765625,0,0,57329.8862304688,27536.8020019531,3826329.46875,15254.8809814453,1801584.53125,5807.70980834961,0,1013490.16796875,418155.20703125,7219227.21875,48124.701385498,5598.55615234375
753,48226110.5,7208615.03125,308674.667663574,31391.2475585938,1495553.859375,1803861.53515625,14435638.5,0,25283751.375,354335.34375,3005.8095703125,3659050.75,4016392.390625,42059.2705078125,11094.2177734375,2753747.515625,0,0,0,2806902.75,0,0,108098.137695312,115195.393554688,10994136.25,29006.2413330078,2202390.71875,24295.5327148438,0,1564211.09375,1067732.828125,16119078.5,9224.53637695312,4771.06677246094
754,9590478.625,1191788.65234375,24426.5263366699,1484.76391601562,336246.202880859,425731.342041016,2270801.140625,0,4250478.5234375,22509.515625,18923.4169921875,697128.569580078,738561.366455078,9504.3671875,0,375903.03125,0,0,0,385407.40625,0,0,0,9532.46569824219,3479300.59179688,0,0,2010.46569824219,0,711599.71875,0,4216044.546875,12831.7239074707,766.018615722656
755,38055626,4961075.5,102363.94140625,0,1185816.9375,544918.09375,10662470.5,0,17456641,297341.2578125,17693.0146484375,4111637.25,4426672.875,53419.1201171875,0,1671997.0625,0,0,0,1725415.9375,0,0,116178.474609375,158279.1015625,7096846,31013.5795898438,3498336.625,33382.162109375,0,2473645.875,1025708.0625,14446881,12289.9697265625,1253.05529785156
756,16436539.75,1069297,13728.9506988525,0,385955.84765625,153603.416015625,2984318.75,0,4606902.3125,104704.4765625,0,605152.265625,709856.984375,7163.71557617188,0,404532.875,0,0,0,411696.59375,0,0,67351.48828125,62211.5078125,7316463.625,17921.5234375,1604630.875,13120.857421875,372936.3125,721350.15625,432720.94140625,10708074.625,99352.15625,0
757,20759354.53125,2540909.64355469,106849.834960938,6378.802734375,638784.744140625,278307.653320312,3911779.83789062,0,7482997.828125,0,0,1650812.49401855,1650812.49401855,3814.9775390625,18014.9375,1109008.22802734,0,0,0,1135229.57177734,0,4392.8564453125,77983.857421875,20759.5852050781,5420078.6875,20750.68359375,2809189.234375,4378.34992980957,325403.05859375,1061999.63378906,741975.09765625,10490276.4023438,7811.40051269531,0
758,253072666.875,38630545.3613281,940251.230102539,236378.390625,8095161.84570312,7533410.3046875,95208042.03125,0,150643613.8125,917385.8125,664331.625,48364515.920166,49946223.920166,121956.453125,40313.60546875,6358884,0,0,0,6521150.5,0,0,455240.4375,357120.998657227,26892927.5625,121314.3046875,9501499,75319.4200286865,491276.4375,4219260.5,3733012.82714844,45961368.015625,54657.0703125,59820.38671875
759,123899048,20176216,1077234.125,177175.359375,4177025.75,5044848.5,47464484,0,78116912,1288352.125,498893.8125,16368976,18156222,62082.3671875,3169.9521484375,1458330.75,0,0,0,1524516.5,0,933.482055664062,233814.5625,279796.65625,12890594,62215.625,4360404,59011.0390625,1053679.125,4980838.5,2157918.5,26101174,16048.6962890625,6861.0703125
760,25270302,2194805.25,66579.453125,0,796794.0625,1247604.375,7300386.5,0,11606164,0,25205.541015625,2102432.5,2127638.75,5560.22705078125,0,473514.71875,0,0,0,479074.9375,0,0,35035.12109375,30482.416015625,5592422,9322.4775390625,2946576.25,6428.96142578125,173097.21875,592940,1665365.75,11057421,4439.84130859375,1323.98278808594
761,17163902,1641900,22295.02734375,224.248764038086,387623.65625,168356.96875,3042828,0,5263228.5,52538.234375,8916.416015625,1123980,1185433.375,8359.2431640625,0,1001302.0625,0,0,0,1009661.375,0,0,5701.62548828125,42797.328125,5252495,1517.14282226562,894255.375,9026.263671875,1852879.25,1171268.375,464003.875,9705589,4929.013671875,6705.02734375
762,35910868,4425182.5,95087.5859375,22298.9765625,1320970.625,449986.15625,13044677,0,19358196,355074.4375,89499.15625,3047060,3491634.25,22048.736328125,0,1279748.625,0,0,0,1302705.875,0,908.138610839844,49272.6875,65778.296875,6591709.5,13199.23046875,2238462.25,13873.107421875,1687733.625,589415.625,491153.0625,11758283,13726.9990234375,3929.39184570312
763,19355448,1367682.90625,18231.4052734375,0,525732.1875,122130.19140625,3564716.5625,0,5598489.25,105240.71875,0,521925.890625,627166.671875,10359.666015625,0,547898.09375,0,0,0,558257.71875,0,0,51705.8515625,25620.2880859375,8327180,13758.3857421875,2730620.5,5403.5048828125,288480.78515625,985530.375,107229.2890625,12571537,36006.705078125,0
764,19951765.5,4267433.625,80163.97265625,1683.06274414062,748084.375,122948.748046875,5927107.75,0,11147419.5,32259.03125,2694.21459960938,1469512.5625,1504465.9375,2151.634765625,0,149279.71875,0,0,0,151431.34375,0,0,0,53280.17578125,4870077.625,0,0,11237.1701660156,895553.3125,591683.828125,725228.53125,7148448.5,1383.62319946289,0
765,149214362,28877768.75,504973.203125,241259,4576488.375,2163240.5625,50625617,253038.375,87242311,1528883.94140625,1421897.5234375,17777131.75,20727920.75,59404.6499023438,7814.13037109375,3209722.6875,0,0,0,3276942.375,0,0,333109.2421875,339577.578125,17154539.5,88903.033203125,7547285.75,71619.337890625,4605141.75,4177301.25,3611095.5,37967040,11069.6370849609,27387.537109375
766,39384064,7142782,109376.5,841.214904785156,1269558.75,1282796.75,13341643,0,23146982,921927.125,107500.328125,2676250.75,3705679,10173.7998046875,0,446943.25,0,0,0,457117,0,0,70780.046875,181705.125,7206098,18833.833984375,2421639.25,38322.890625,505578.34375,1129213.5,482783.59375,12074229,18387.5234375,884.2314453125
767,11997890,973066.25,3545.60009765625,0,270952.0625,77585.5625,1935470.625,0,3260616.25,62423.8359375,0,346884.3125,409308.09375,478.841156005859,0,938954,0,0,0,939432.875,0,0,12236.8701171875,15269.119140625,3731816.5,3256.10302734375,250214.078125,3220.36694335938,2388212.75,0,983063.1875,7388519.5,1260.3798828125,0
768,7544251,1049735.65625,53380.6923828125,0,230132.15625,119810.546875,2354041.8125,0,3807100,12167.5263671875,890.842651367188,393281.7421875,406339.9921875,1102.5947265625,2018.1376953125,322872.0703125,0,0,0,325992.765625,0,0,0,0,2325908.25,0,0,0,0,556754.0859375,121666.60546875,3004815.5,476.20149230957,0
769,36456612.875,5235973.34375,64917.9556274414,0,1064447.49609375,1984686.77734375,11214061.96875,0,19564081.5,209242.993164062,2539.55810546875,3127949.3125,3339730.6875,10827.4783935547,0,417440.84375,0,0,0,429071.266967773,0,802.541137695312,104847.84375,73055.0478515625,6394886.078125,28106.6752929688,3698515.3125,15407.8365478516,579068.734375,1420810.171875,806155.296875,13123729.125,1301.6357421875,1574.59387207031
770,9680162.23828125,272211.375,3867.50463867188,0,331411.258331299,631634.5625,3430169.49920654,0,4669286.25753784,23747.251953125,23803.359375,96438.71875,143989.1875,2914.00073242188,0,187202.4375,0,0,0,190116.390625,0,0,0,29866.9609375,3623626.33642578,0,0,6299.1572265625,0,989787.625,0,4676751.48046875,27176.2836914062,0
771,20384358.5,2563484.5,116125.57421875,0,624148.46875,353844.1171875,5931487.5,0,9589098,120764.828125,0,1268535.5625,1389300.4375,3627.53662109375,0,957317.21875,0,0,0,960944.8125,0,0,23427.17578125,32162.759765625,4785485,6233.7255859375,1090533.2890625,6783.35961914062,389139.40625,1869961.6875,239053.7421875,8445033.5,2246.39367675781,0
772,53123280,8450699,213131.40625,4932.94970703125,1739892.75,1577241.5,17920328,0,29906239,417390.40234375,56067.73046875,6686214.5,7159664.75,15108.6962890625,54665.28515625,1398686.4375,0,0,0,1479138.75,0,10678.0219421387,287767.0078125,71092.720703125,7916605.25,76634.177734375,3636639.5,14993.9697265625,751126.75,581028.00390625,1206637.34375,14578251,31531.3193359375,4175.2744140625
773,16646694.5,1734954.96875,18449.0961914062,0,577601.265625,563535.421875,4635727.125,0,7530277.125,77721.484375,6423.6552734375,615391.59765625,699537.03515625,10132.8369140625,486.690979003906,537440.438476562,0,0,0,548059.813476562,0,0,42593.8046875,77346.048828125,4996748.25,11333.76953125,357176.28125,16312.8352050781,857111.9375,1058529.09375,450412.0625,7868823,602.637603759766,661.991394042969
774,25078393.625,3325674.984375,84008.904296875,75.5384521484375,750896.173828125,1111225.30566406,7052528.98828125,0,12324415.453125,207630.796875,0,1474198.109375,1681827.109375,21213.9189453125,7930.416015625,1084283.375,0,0,0,1113428.015625,0,0,92391.4375,87572.6689453125,5741132.8671875,24584.384765625,629514.25,18469.7172851562,1466478.68359375,906983.216796875,989108.3984375,9958671.234375,1656.57425689697,789.661254882812
775,9574473.4375,280194.721679688,1286.63729858398,0,301893.387695312,57693.4790039062,1906821.3125,0,2547885.5625,10546.12890625,0,192804.445800781,203350.586425781,5686.23876953125,0,426989.78125,0,0,0,444291.8125,0,11615.7255859375,32613.498046875,26615.0466308594,2994815.53125,8678.109375,1850100.125,5613.30389404297,0,685957.75,754000.4375,6378957.234375,19933.0275878906,643.077392578125
776,16276516,1397446.875,13167.365234375,0,616733.3125,202244.984375,4588140,0,6817742,33081.453125,0,702788,735869.6875,1600.33740234375,3627.10913085938,290025.75,0,0,0,295253.0625,0,0,28319.94140625,21937.55078125,4824853.5,7535.640625,1332324.375,4626.78759765625,595785.125,355036.28125,1251528.25,8427641,2161.04418945312,3565.296875
777,20338804.5,3178893.125,60341.583984375,0,652253.046875,363328.0703125,5662160.125,0,9916964.75,51623.1328125,149433.3125,1470672.703125,1671728.46875,1836.60760498047,18016.8359375,355963.53125,0,0,0,375817.0078125,0,0,41765.150390625,74137.103515625,4349268.625,11157.6333007812,2376766.25,15636.048828125,463955.328125,472308.984375,565327.109375,8374248.75,3927.13684082031,0
778,29190733,5416757.625,20395.998046875,66660.796875,713964.70703125,236717.583984375,7333233.4375,0,13787737.3125,318848.8125,61073.7890625,2775864.44140625,3155786.44140625,11175.5864257812,0,1631377.03125,0,0,0,1644284.125,0,1731.79895019531,51308.01953125,51519.66796875,5036650.5,13716.6591796875,1976677.75,10865.8702392578,849055.0625,1737983.6875,872600.83984375,10602901.625,787.093704223633,1735.36303710938
779,23820556,2884675.25,73272.7109375,0,1046036,365175.71875,5861147.5,0,10230310,39041.4375,899.403015136719,1099683.5,1139624.5,7314.9296875,6643.23974609375,1103245.125,0,0,0,1117202.5,0,0,225859.734375,65118.47265625,5590630.5,60098.8671875,3218163.25,13733.9482421875,1088320.375,537644.25,505354.15625,11333440,28505.134765625,0
780,51347698,8001192.25,462787.1796875,46565.265625,1733141.6875,2116862.09375,19071387.5,0,31431942,519620.578125,63538.0390625,4122951.875,4706112.5,21478.5458984375,1196.73071289062,1480441.75,0,0,0,1503497.1875,0,380.151062011719,101011.54296875,133852.4140625,7043159.25,27072.697265625,2727848.03125,28230.4296875,1425395.5,971310.625,1243953.78125,13706140.5,3429.27363586426,860.5888671875
