"state";"grand_total_t_10m2";"building_ci";"building_dlr";"building_mixed";"building_sdr";"building";"building_traditional";"other_airport";"other_parking";"other";"rail_bridge";"rail_other";"rail_railway";"rail_subway_elevated";"rail_subway_surface";"rail_subway";"rail";"rail_tram";"rail_tunnel";"street_bridge_motorway";"street_bridge_other";"street_local";"street_motorway_elevated";"street_motorway";"street_other_elevated";"street_primary";"street_secondary";"street_tertiary";"street";"street_track";"street_tunnel"
"UG_UG";939928074,951424;4837584,23730898;7828628,671772;13216805,0421972;148413461,487961;293244392,660957;118948484,21245;3616159,4050293;921764,703725815;4537924,03220177;0;758782,822387695;9876318,0703125;0;0;0;10639762,235321;4661,40328979492;0;172512,86328125;1166145,47002792;461935139,57486;45903,9035644531;1251706,96875;245948,488803864;14524554,1964149;41405665,7841797;96998479,6826172;631506141,137436;13610198,1481946;149785,027832031
