zone;sum
-9999;0.0
0;1490.295985
1;3459452.058594
2;10133144.5
3;37959109.558594
4;9484747.0
5;5735700.25
6;10530751.375
7;12828254.875
8;13000149.0
9;7134656.25
10;9376645.328125
11;9156715.5
12;11258165.023438
13;9529752.734375
14;13566594.8125
15;12071082.910156
16;11302075.75
17;9333015.125
18;18395200.0
19;12679942.0
20;8819544.0
21;18410470.0
22;14871054.0
23;8081686.5
24;20617896.0
25;10442134.90625
26;14949623.0
27;12962459.375
28;16444588.0
29;17944688.0
30;9006201.816406
31;10007755.0
32;9227655.0
33;10267706.25
34;7436948.71875
35;7988941.125
36;14503593.0
37;15925192.433594
38;67651803.0
39;16063373.25
40;15661012.78125
41;8925117.5
42;10009023.75
43;15379758.25
44;10882020.71875
45;48818089.25
46;10653632.0
47;36562376.625
48;10595879.589844
49;15262624.4375
50;17037642.0
51;10823380.0
52;13928337.875
53;24604124.0
54;11353161.0
55;7516307.65625
56;9470241.003906
57;9136992.0
58;9618963.0
59;18945123.125
60;25337118.5
61;11662045.28125
62;18120514.25
63;12403413.625
64;32931409.5
65;10433643.0
66;19211188.625
67;9177047.5
68;11782822.005859
69;12851140.3125
70;12671070.25
71;10687220.0
72;30685204.0
73;10324349.0
74;7591637.600586
75;9717954.0
76;9127671.0
77;15626070.75
78;18849063.0
79;10443218.5
80;13667013.75
81;9978589.5
82;11071435.670898002
83;8618961.0
84;9193036.0
85;7184064.5
86;15654983.0
87;9047192.75
88;8960585.0625
89;7860002.390625
90;10764842.25
91;18670210.5
92;10830943.5
93;9129312.5
94;10634684.0
95;19509251.34375
96;10925504.5625
97;13593980.582031
98;13535687.234375
99;9888690.5
100;11190808.71875
101;7963915.75
102;11960487.582031
103;21503905.8125
104;13068195.0
105;8197969.375
106;7535025.375
107;7171218.25
108;8300854.40625
109;18430580.0625
110;6907528.351562
111;9834469.042969
112;10754721.75
113;8978330.507812
114;16934863.875
115;7278423.5
116;19466329.0
117;8867544.0
118;8550163.0
119;8492525.5
120;12648781.0
121;10133964.835937
122;9724260.75
123;12781006.0
124;14116002.0
125;15583191.0
126;10763154.3125
127;45858296.0
128;8024243.09375
129;8162678.0
130;7730824.75
131;13966341.25
132;8459452.25
133;8948310.416016001
134;15191112.125
135;19473817.25
136;7150402.625
137;5889420.0
138;17288202.0625
139;9943945.0625
140;26488577.0
141;22272151.0
142;7482472.046875
143;10824771.75
144;76618505.774902
145;56353688.25
146;91780135.375
147;17935130.515625
148;8001907.78125
149;26625282.03125
150;22835468.75
151;284312123.65625
152;65340261.435546994
153;61578024.52832
154;110452861.421875
155;63588445.8125
156;14768702.0
157;66790461.804688
158;36712874.007812
159;67878911.0
160;9525792.0625
161;2884902.0
162;29297815.125
163;15568766.625
164;15337102.75
165;54796827.0
166;9935197.984375
167;32131681.75
168;107268960.73584001
169;15795700.0
170;45437084.125
171;44970006.672607
172;25967520.875
173;148998846.904297
174;27696004.0
175;18187581.1875
176;321232281.440918
177;29405143.625
