zone;sum
-9999;0.0
0;940.348567
1;1997605.3828130001
2;10439386.0
3;45973462.152527
4;4302144.0
5;2618393.25
6;6206980.5625
7;5387365.554688
8;16961778.25
9;4239819.625
10;4706255.171875
11;3403304.0
12;12986490.234375
13;8012713.59375
14;11148650.5
15;6086764.971191
16;18486683.25
17;9444116.0
18;36018208.0
19;2841223.5
20;3364317.25
21;31129758.0
22;9995800.0
23;4965111.5
24;23977172.0
25;11759401.140625
26;8484796.0
27;16753993.625
28;7456214.484375
29;32735318.0
30;4918206.697998
31;10145996.0
32;6717356.75
33;2660768.25
34;3863172.90625
35;4083132.78125
36;25852640.0
37;17370872.796875
38;207587631.0
39;36542253.578125
40;28328230.132812
41;4525596.75
42;3219183.125
43;25263841.0
44;12344329.730469
45;88187188.75
46;4556165.40625
47;115387969.875
48;4832829.800293
49;43310923.5
50;10159375.0
51;4592580.0
52;31919739.625
53;59428020.0
54;7061595.5
55;1811948.070312
56;8881121.445313
57;8494625.25
58;9715125.0
59;23650326.125
60;58815077.0
61;4008791.859375
62;25735271.25
63;13478887.75
64;52016990.5
65;2194109.53125
66;18765360.4375
67;9422940.25
68;3842486.620117
69;6696521.171875
70;6288885.65625
71;11294681.0
72;61023012.0
73;12510206.0
74;3812937.5
75;2465155.5
76;7824104.0
77;12386175.796875
78;26998729.8125
79;5707014.5
80;7528913.4375
81;10680034.25
82;7714381.873535
83;4686404.625
84;3322281.0
85;2810276.5
86;13545666.0
87;4692437.375
88;2127962.921875
89;4021742.457031
90;4446313.75
91;28253575.0
92;5119461.25
93;2921858.0625
94;11749128.0
95;31550345.09375
96;4215235.804688
97;7201100.5
98;9035831.876953
99;5620659.625
100;9820154.964844
101;3379498.351562
102;4871464.838867
103;18439636.855469
104;7479536.0
105;3009868.908203
106;2404117.890625
107;1830418.6875
108;7177281.914062
109;13747700.234375
110;4103646.96875
111;4819044.5
112;6584421.125
113;2644344.226562
114;8307112.9375
115;4200540.5625
116;15993147.0
117;3393998.554688
118;2724430.75
119;2158819.3125
