zone;country;name;area;population
677;IE;Newbawn;22.70825304;606
678;IE;New Ross Rural;16.969609;5333
679;IE;Oldcourt;20.16334257;627
680;IE;Old Ross;13.66095786;437
681;IE;Rathroe;24.27058012;732
682;IE;Rochestown;10.83614901;232
683;IE;Templeludigan;19.5098874;442
684;IE;Templetown;21.52018501;565
685;IE;Tintern;37.03072774;1524
686;IE;Whitechurch;22.44373875;1003
687;IE;Whitemoor;21.31858546;583
688;IE;Ardcavan;22.18061721;2630
689;IE;Ardcolm;22.78198438;938
690;IE;Artramon;14.48993375;742
691;IE;Aughwilliam;15.65714108;506
692;IE;Ballymitty;17.5130368;442
693;IE;Bannow;23.92990384;1117
694;IE;Bridgetown;15.2564979;822
695;IE;Carrick;14.17332122;1705
696;IE;Drinagh;17.84818897;932
697;IE;Duncormick;14.91875485;642
698;IE;Forth;15.27417085;860
699;IE;Glynn;10.68275203;588
700;IE;Harperstown;14.36492109;532
701;IE;Harristown;15.80799847;515
702;IE;Kilbride;10.27058073;289
703;IE;Kilcowan;14.64859013;499
704;IE;Killag;19.00194693;484
705;IE;Killinick;18.05808696;885
706;IE;Killurin;14.10029027;705
707;IE;Kilmore;26.68259629;2307
708;IE;Kilpatrick;17.69473438;870
709;IE;Kilscoran;14.02438681;965
710;IE;Lady's Island;13.71250954;690
711;IE;Mayglass;12.9073268;507
712;IE;Newcastle;8.40911804;399
713;IE;Rathaspick;20.66177038;2035
714;IE;Rosslare;17.59175249;1860
715;IE;Tacumshin;18.25187686;505
716;IE;Taghmon;18.7907868;1077
717;IE;Tomhaggard;19.98381547;557
718;IE;Wexford Rural;13.24942042;10819
719;IE;Whitechurch;19.78162063;491
720;IE;Arklow No. 1 Urban;4.27275728;9731
721;IE;Arklow No. 2 Urban;2.45804793;3053
722;IE;Bray No. 1 Urban;0.55715353;1884.953838
723;IE;Bray No. 2 Urban;2.31487821;3985
724;IE;Bray No. 3 Urban;1.41573915;7852
725;IE;Rathmichael (Bray);0.31615782;765.7402698
726;IE;Wicklow Urban;3.17687779;4551
727;IE;Ballinguile;25.55879468;134
728;IE;Baltinglass;19.58096186;2716
729;IE;Blessington;63.87552575;3930
730;IE;Burgage;24.12112807;1256
731;IE;Donaghmore;17.6087696;483
732;IE;Donard;19.47920399;517
733;IE;Dunlavin;17.86194054;1377
734;IE;Hartstown;14.54866309;288
735;IE;Hollywood;29.88536627;734
736;IE;Humewood;17.19244302;271
737;IE;Imael North;48.75675355;299
738;IE;Imael South;22.60320071;229
739;IE;Kilbride;47.0646084;1019
740;IE;Lackan;71.80090476;836
741;IE;Lugglass;37.83639206;144
742;IE;Rathdangan;24.41410932;403
743;IE;Rathsallagh;15.03199779;248
744;IE;Stratford;9.35212843;458
745;IE;Talbotstown;14.59839217;469
746;IE;The Grange;17.83524214;506
747;IE;Tober;19.53428185;485
748;IE;Togher;20.24752351;330
749;IE;Garmna;30.18336534;1158
750;IE;Cill Chuimín;60.10397321;169
751;IE;Leitir Breacáin;58.10023521;181
752;IE;Letterfore;90.28079072;271
753;IE;Leitir Móir;16.10290561;703
754;IE;Oughterard;119.6039293;2506
755;IE;An Ros;50.83391462;95
756;IE;An Turlach;63.13626219;470
757;IE;Wormhole;60.30206417;2331
758;IE;Abbeyville;18.77938621;267
759;IE;Ballyglass;14.11894232;185
760;IE;Coos;35.51658524;116
761;IE;Derrew;15.12505333;127
762;IE;Drummin;38.90372223;365
763;IE;Eyrecourt;17.58347707;437
764;IE;Killimor;24.39052578;742
765;IE;Kilmalinoge;20.10331543;353
766;IE;Kilquain;21.93763157;308
767;IE;Meelick;26.22412423;284
768;IE;Moat;11.20853774;170
769;IE;Pallas;20.67067591;375
770;IE;Portumna;48.43138059;2143
771;IE;Tiranascragh;11.88243983;178
772;IE;Tynagh;13.83990537;482
773;IE;Abbey East;21.82257588;613
774;IE;Abbey West;16.08341065;676
775;IE;Addergoole;24.90133642;551
776;IE;Annaghdown;22.47760931;1425
777;IE;North Dock A;0.14311415;1233.577817
778;IE;North Dock B;3.51806476;9826
779;IE;North Dock C;0.60040238;5278.59024
780;IE;Phoenix Park;7.36606898;2343
781;IE;Priorswood A;1.73616819;4244
782;IE;Priorswood B;0.46170506;1580.612452
783;IE;Priorswood C;0.89247924;3034.910647
784;IE;Priorswood D;0.78381943;4083.557945
785;IE;Priorswood E;0.40805592;1438.007169
786;IE;Raheny-Foxfield;0.58560148;2169.361429
787;IE;Raheny-Greendale;0.43935575;1886.292975
788;IE;Raheny-St. Assam;2.38084849;2917.044322
789;IE;Rotunda A;0.24805763;2887.029845
790;IE;Rotunda B;0.20677656;2603.558038
791;IE;Whitehall A;1.31747381;4278.630627
792;IE;Whitehall B;0.75074621;3591.36552
793;IE;Whitehall C;0.73531086;3453.413156
794;IE;Whitehall D;0.68913465;3174.905266
795;IE;Chapelizod;1.16938703;3879.45548
796;IE;Cherry Orchard A;0.97985734;2746.293927
797;IE;Carna;0.57061697;3528.253604
798;IE;Cherry Orchard C;1.42702988;4700.198844
799;IE;Crumlin A;0.54249051;3638.088906
800;IE;Crumlin B;0.74694527;4911.087501
801;IE;Crumlin C;0.49554152;2777.472698
802;IE;Crumlin D;0.58640024;3368.95982
803;IE;Crumlin E;0.37904648;2551.75633
804;IE;Crumlin F;0.40052489;2210.38003
805;IE;Decies;0.31450862;1543.389708
806;IE;Drumfinn;0.82748152;3284.344288
807;IE;Inchicore A;1.00236688;4072.393129
808;IE;Inchicore B;0.81413461;4871
809;IE;Kilmainham A;0.25370905;839.4525761
810;IE;Kilmainham B;0.81447;2019.313581
811;IE;Kilmainham C;0.58840427;4602.075889
812;IE;Kimmage A;0.2730144;1484.471274
813;IE;Kimmage B;0.43305852;2700.726642
814;IE;Kimmage C;0.94305433;5842.772349
815;IE;Kimmage D;0.42165756;2263.873954
816;IE;Kimmage E;0.65368387;3744.900712
817;IE;Kylemore;0.57497248;2041.609489
818;IE;Mansion House A;0.67200626;15862
819;IE;Mansion House B;0.64486346;4518.113928
820;IE;Merchants Quay A;0.17829691;2022.366831
821;IE;Merchants Quay B;0.24160716;2562.778557
822;IE;Merchants Quay C;0.33018062;3339.564418
823;IE;Merchants Quay D;0.22008672;2018.079473
824;IE;Merchants Quay E;0.2256244;1981.95873
825;IE;Merchants Quay F;0.2973309;2021.753858
826;IE;Pembroke East A;2.147201;8526
827;IE;Pembroke East B;0.68433024;3510.145902
828;IE;Pembroke East C;0.86816032;2046.102422
829;IE;Pembroke East D;1.85776587;4333.239158
830;IE;Pembroke East E;1.20163629;4271.065577
831;IE;Pembroke West A;0.64140214;5292.139855
832;IE;Pembroke West B;0.7421377;3465.897928
833;IE;Pembroke West C;0.67313435;3860.830371
834;IE;Rathfarnham;1.23291289;5366.442169
835;IE;Rathmines East A;0.69786948;4786.251548
836;IE;Rathmines East B;1.26081159;9365
837;IE;Rathmines East C;0.73143659;3541.272516
838;IE;Rathmines East D;0.36302804;2713.742297
839;IE;Inishkenny;17.78190576;4435
840;IE;Killeagh;21.76150287;730
841;IE;Knockantota;17.33743572;947
842;IE;Knockraha;24.46130046;1440
843;IE;Lehenagh;13.19124754;9444
844;IE;Matehy;27.70566751;3004
845;IE;Monkstown Rural;7.5016181;2919
846;IE;Monkstown Urban;4.8253039;2553
847;IE;Ovens;16.96138104;1093
848;IE;Rathcooney;31.34705175;8436
849;IE;Riverstown;28.66006486;4926
850;IE;St. Mary's;19.11103355;6805
851;IE;Whitechurch;30.0246455;3435
852;IE;Aultagh;24.36737132;335
853;IE;Ballingurteen;23.82619816;729
854;IE;Ballymoney;23.00132854;1023
855;IE;Béal Átha an Ghaorthaidh (Dún Mánmh;42.52834154;200
856;IE;Bealock;28.40505144;437
857;IE;Carrigboy;29.75689384;498
858;IE;Castletown;19.25832094;542
859;IE;Coolmountain;36.24698882;465
860;IE;Drinagh;14.84059503;235
861;IE;Dunmanway North;22.26360666;1126
862;IE;Dunmanway South;19.42915139;1435
863;IE;Garrown;39.31826422;245
864;IE;Kinneigh;23.15168953;380
865;IE;Manch;24.81480097;509
866;IE;Milane;21.03605094;166
867;IE;Teerelton;28.14537589;631
868;IE;Aghern;15.53916805;265
869;IE;Ballyhooly;21.22882151;874
870;IE;Ballynoe;34.47687935;653
871;IE;Carrig;17.93546619;135
872;IE;Castlecooke;14.48392414;174
873;IE;Castle Hyde;19.9317439;678
874;IE;Castlelyons;22.94678316;1003
875;IE;Castletownroche;24.20450234;873
876;IE;Coole;31.80390628;1176
877;IE;Curraglass;23.77220606;398
878;IE;Fermoy Rural;20.89456121;4642
879;IE;Glanworth East;21.86554402;578
880;IE;Longford Rural;26.45860458;5565
881;IE;Mountdavis;29.99329336;229
882;IE;Moydow;28.45657662;928
883;IE;Newtown Forbes;28.86024199;617
884;IE;Rathcline;39.65158851;1482
885;IE;Fair Gate;2.65794698;11229
886;IE;St. Lawrence Gate;1.65332167;5859
887;IE;West Gate;2.14071526;5965.216995
888;IE;Dundalk No. 1 Urban;0.85466683;2182.243076
889;IE;Dundalk No. 2 Urban;1.89760069;1297
890;IE;Dundalk No. 3 Urban;1.25248186;1640.025768
891;IE;Dundalk No. 4 Urban;2.49622808;3917
892;IE;Ardee Rural;62.85950898;3838
893;IE;Ardee Urban;4.75247193;4031
894;IE;Castlebellingham;18.980983;1716
895;IE;Clonkeen;22.2746683;733
896;IE;Collon;28.09882016;1779
897;IE;Dromin;15.50415553;575
898;IE;Dromiskin;21.65090513;2430
899;IE;Drumcar;27.43886447;1431
900;IE;Dunleer;25.07835107;2988
901;IE;Stabannan;22.2231659;683
902;IE;Tallanstown;23.18161188;1286
903;IE;Ballymascanlan;24.89970481;2061
904;IE;Barronstown;17.6538269;679
905;IE;Carlingford;16.6997782;1863
906;IE;Castlering;18.10132529;1310
907;IE;Castletown;21.23870874;3694
908;IE;Creggan Upper;18.91404983;817
909;IE;Darver;21.29611961;667
910;IE;Drummullagh;24.30991984;914
911;IE;Dundalk Rural;22.13739516;20997
912;IE;Faughart;18.44655956;846
913;IE;Greenore;14.96593727;1251
914;IE;Haggardstown;21.28737886;5814
915;IE;Jenkinstown;22.35934992;1399
916;IE;Killanny;20.75854636;773
917;IE;Louth;22.15509455;1585
918;IE;Mansfieldstown;16.50535186;525
919;IE;Rathcor;25.78264191;985
920;IE;Ravensdale;25.53473559;1040
921;IE;Clogher;25.46152736;3283
922;IE;Dysart;24.21728018;852
923;IE;Monasterboice;23.61204851;1506
924;IE;Mullary;24.23600284;1714
925;IE;St. Peter's;38.93042608;12163
926;IE;Termonfeckin;29.004365;3300
927;IE;St. Mary's (Part);2.88332673;3606
928;IE;Ceanannas Mór Urban;1.0788296;2335.357492
929;IE;Navan Urban;1.77519861;4378
930;IE;Trim Urban;0.63880019;1153.182526
931;IE;Drumcondra;46.43466056;1297
932;IE;Grangegeeth;26.3302792;613
933;IE;Killary;49.97670891;1311
934;IE;Culmullin;36.63805207;1014
935;IE;Donaghmore;35.23454177;12676
936;IE;Dunboyne;57.21660005;10175
937;IE;Dunshaughlin;43.16025861;5852
938;IE;Kilbrew;33.32611447;2676
939;IE;Killeen;29.20334872;1085
940;IE;Kilmessan;25.56067654;1646
941;IE;Kilmore;37.6704772;1568
942;IE;Rathfeigh;28.42788331;989
943;IE;Ratoath;37.88613408;11263
944;IE;Rodanstown;29.64597268;1371
945;IE;Skreen;38.2615712;1313
946;IE;Ardagh;22.91130989;639
947;IE;Ballinderry;12.9455301;470
948;IE;Ballinduff;14.86114428;742
949;IE;Ballynapark;20.58916666;1081
950;IE;Beaghmore;18.74702285;356
951;IE;Belclare;24.86429424;826
952;IE;Carrownagur;29.75617719;499
953;IE;Carrowrevagh;20.5635429;483
954;IE;Claretuam;29.33026977;1050
955;IE;Clonbern;25.70216379;383
956;IE;Cloonkeen;20.43332818;471
957;IE;Cummer;15.55363011;1226
958;IE;Donaghpatrick;16.13701689;511
959;IE;Doonbally;29.54060143;645
960;IE;Dunmore North;25.36434998;579
961;IE;Dunmore South;14.29813322;801
962;IE;Foxhall;32.27063035;596
963;IE;Headford;20.00407152;1549
964;IE;Hillsbrook;23.4317785;680
965;IE;Kilbennan;14.1156077;337
966;IE;Kilcoona;19.92433437;582
967;IE;Killeany;19.85923094;683
968;IE;Killeen;22.60982253;637
969;IE;Killererin;22.27835587;799
970;IE;Killower;32.92526203;874
971;IE;Killursa;42.53299512;1098
972;IE;Kilmoylan;22.55655033;1055
973;IE;Kilshanvy;20.66591816;394
974;IE;Levally;20.25347193;348
975;IE;Monivea;20.745371;680
976;IE;Moyne;20.57619241;665
977;IE;Ryehill;17.39315226;893
978;IE;Toberadosh;19.85636125;325
979;IE;Tuam Rural;35.04466711;7027
980;IE;Tuam Urban;2.36227133;2545
981;IE;Ballinamore;18.20134273;1136
982;IE;Cloverhill;19.39172679;367
983;IE;Corrala;15.80445406;225
984;IE;Drumreilly South;10.76029;165
985;IE;Garadice;22.70884659;493
986;IE;Greaghglass;14.85728564;245
987;IE;Killygar;12.66200232;148
988;IE;Newtowngore;16.28844548;262
989;IE;Oughteragh;10.77989791;123
990;IE;Stralongford;22.91623264;84
991;IE;Aghacashel;10.20004586;79
992;IE;Annaduff;11.95774184;217
993;IE;Barnameenagh;29.8815891;137
994;IE;Carrick-on-Shannon;24.26584117;3663
995;IE;Drumreilly East;18.70852648;34
996;IE;Drumreilly West;28.20544045;133
997;IE;Drumshanbo;15.93768317;1347
998;IE;Drumsna;21.7561292;570
999;IE;Gortnagullion;18.24511044;420
1000;IE;Gowel;13.50038775;368
1001;IE;Keshcarrigan;10.43294218;309
1002;IE;Kiltubbrid;12.24965907;153
1003;IE;Leitrim;22.91676491;1223
1004;IE;Moher;16.91825329;239
1005;IE;Yugan;19.23691784;197
1006;IE;Aghalateeve;13.7904403;68
1007;IE;Aghavoghil;18.4709138;37
1008;IE;Gubacreeny;23.7756301;670
1009;IE;Kinlough;22.25193977;1049
1010;IE;Melvin;21.95367804;170
1011;IE;Tullaghan;25.43035209;580
1012;IE;Arigna;17.83594624;15
1013;IE;Ballaghameehan;28.18708993;177
1014;IE;Belhavel;21.65806726;261
1015;IE;Glanworth West;19.68425578;1017
1016;IE;Gortnaskehy;21.14621927;303
1017;IE;Gortroe;29.69051952;851
1018;IE;Kilcor;25.20273101;376
1019;IE;Kilcummer;23.61210682;349
1020;IE;Kildinan;42.18713267;608
1021;IE;Killathy;22.54985279;364
1022;IE;Kilworth;33.85750456;1660
1023;IE;Knockmourne;34.99833612;1208
1024;IE;Leitrim;17.1828884;388
1025;IE;Rathcormack;28.7480917;2389
1026;IE;Watergrasshill;30.89528326;1533
1027;IE;Allow;24.76036812;540
1028;IE;Ballyhoolahan;16.16841471;299
1029;IE;Banteer;21.76850293;471
1030;IE;Barleyhill;37.22292469;535
1031;IE;Barnacurra;17.08527966;235
1032;IE;Bawncross;23.16033739;336
1033;IE;Boherboy;22.25826699;449
1034;IE;Castlecor;17.94266041;456
1035;IE;Castlemagner;18.78653958;720
1036;IE;Clonfert East;41.48251691;332
1037;IE;Clonfert West;29.35285319;140
1038;IE;Clonmeen;13.93912224;468
1039;IE;Coolclogh;19.1632017;492
1040;IE;Dromina;20.36185644;669
1041;IE;Glenlara;29.80308705;393
1042;IE;Gortmore;6.80633439;224
1043;IE;Greenane;20.22694898;653
1044;IE;Kanturk;20.93777769;2519
1045;IE;Kilbrin;18.19377523;199
1046;IE;Kilmeen;21.10721973;222
1047;IE;Knockatooan;41.44958853;373
1048;IE;Knocktemple;21.44034116;394
1049;IE;Meens;27.62161866;575
1050;IE;Milford;22.71684003;657
1051;IE;Nad;17.57484199;71
1052;IE;Newmarket;28.08232439;1515
1053;IE;Newtown;25.49926432;852
1054;IE;Roskeen;19.01567371;402
1055;IE;Rosnalee;15.39205575;286
1056;IE;Tincoora;18.21120035;452
1057;IE;Tullylease;24.10956362;406
1058;IE;Williamstown;20.50140771;558
1059;IE;Ballinspittle;14.92812071;733
1060;IE;Ballyfeard;14.01857685;411
1061;IE;Ballyfoyle;13.40032269;268
1062;IE;Ballymackean;11.45617818;402
1063;IE;Ballymartle;26.29712502;977
1064;IE;Carrigaline (Kinsale r.a.);15.17799483;1509
1065;IE;Coolmain;19.09668597;433
1066;IE;Cullen;10.85948207;737
1067;IE;Kilmonoge;17.06767542;552
1068;IE;Kingscourt;19.65257664;3371
1069;IE;Lisagoan;14.35831888;406
1070;IE;Mullagh;24.43070451;2116
1071;IE;Shercock;23.75903303;1103
1072;IE;Skeagh;22.46786665;384
1073;IE;Taghart;21.83950675;666
1074;IE;Termon;19.47767443;497
1075;IE;Ballyconnell;27.98110224;1794
1076;IE;Ballymagauran;15.89025993;292
1077;IE;Bawnboy;30.81081125;571
1078;IE;Benbrack;28.38540672;65
1079;IE;Bilberry;12.04998444;173
1080;IE;Carn;11.64722199;149
1081;IE;Diamond;8.46208304;205
1082;IE;Doogary;9.36391317;140
1083;IE;Kinawley;23.9819862;113
1084;IE;Lissanover;17.3231526;215
1085;IE;Pedara Vohers;13.37740181;105
1086;IE;Swanlinbar;15.22411401;408
1087;IE;Templeport;19.14930368;264
1088;IE;Tircahan;16.74553312;25
1089;IE;Ballyjamesduff;21.57462243;3191
1090;IE;Castlerahan;28.67096556;1069
1091;IE;Kilbride;31.12312704;931
1092;IE;Lurgan;14.96066404;479
1093;IE;Munterconnaught;30.03673069;1208
1094;IE;Virginia;52.81034064;4447
1095;IE;Ardue;25.56562479;679
1096;IE;Arvagh;29.46306433;967
1097;IE;Ashfield;17.53312854;338
1098;IE;Ballintemple;16.79204048;400
1099;IE;Ballyhaise;17.67568188;1118
1100;IE;Ballymachugh;36.06521324;849
1101;IE;Bellananagh;15.00921403;1514
1102;IE;Belturbet;4.57662706;1449
1103;IE;Bruce Hall;9.45519493;201
1104;IE;Butler's Bridge;7.82107037;547
1105;IE;Canningstown;24.08775854;573
1106;IE;Carrafin;23.88090779;435
1107;IE;Castlesaunderson;19.10362858;281
1108;IE;Cavan Rural;36.40639551;8680
1109;IE;Clonervy;18.03220007;914
1110;IE;Cootehill Rural;35.51557091;1783
1111;IE;Corr;11.04679777;287
1112;IE;Corraneary;23.92300904;430
1113;IE;Crossdoney;23.86568044;453
1114;IE;Crosskeys;19.37987722;749
1115;IE;Cuttragh;12.05001393;351
1116;IE;Denn;20.6456375;743
1117;IE;Derrin;15.00936273;482
1118;IE;Drumcarban;19.07019251;634
1119;IE;Drumcarn;25.33577906;540
1120;IE;Drung;22.64259788;514
1121;IE;Ballinlough;10.64495578;222
1122;IE;Balrathboyne;15.5600813;468
1123;IE;Boherboy;10.93316567;356
1124;IE;Burry;14.92721433;271
1125;IE;Carrickleck;18.06071145;489
1126;IE;Castlekeeran;16.14634689;416
1127;IE;Ceanannas Mór Rural;20.20249927;4421
1128;IE;Cruicetown;20.72879234;326
1129;IE;Girley;20.47527295;428
1130;IE;Kilmainham;25.06225427;763
1131;IE;Loughan;16.15375609;423
1132;IE;Maperath;13.74566053;1069
1133;IE;Martry;16.74094684;677
1134;IE;Moybolgue;11.20719278;269
1135;IE;Moynalty;21.98979;673
1136;IE;Newcastle;17.74795311;431
1137;IE;Nobber;22.23330171;799
1138;IE;Posseckstown;13.52511621;190
1139;IE;Staholmog;16.99963352;454
1140;IE;Tailtin;25.19240396;906
1141;IE;Trohanny;16.86036697;377
1142;IE;Ardcath;43.4379934;1471
1143;IE;Duleek;40.35871885;5974
1144;IE;Julianstown;49.72593787;7749
1145;IE;Mellifont;24.62699132;555
1146;IE;Fethard;0.72828466;437.0199839
1147;IE;Gaile;16.91786533;781
1148;IE;Graigue;17.53895016;121
1149;IE;Graystown;30.54198898;376
1150;IE;Killeenasteena;29.54188783;731
1151;IE;Killenaule;26.8213781;1170
1152;IE;Kilpatrick;30.58945137;859
1153;IE;Knockgraffon;34.84584467;773
1154;IE;Magorban;33.50971857;678
1155;IE;Nodstown;21.13889239;633
1156;IE;Oughterleague;17.34415298;541
1157;IE;Peppardstown;44.91069953;1505
1158;IE;Tullamain;21.96505606;622
1159;IE;Ardfinnan;25.1381468;1272
1160;IE;Ballybacon;33.90483477;454
1161;IE;Ballyporeen;41.75405447;860
1162;IE;Burncourt;31.17979427;458
1163;IE;Caher;11.99699226;1507
1164;IE;Clogheen;65.83120223;975
1165;IE;Coolagarranroe;31.7771934;549
1166;IE;Derrygrath;25.241306;776
1167;IE;Kilcommon;25.86304145;1793
1168;IE;Kilcoran;47.40917949;540
1169;IE;Mortlestown;19.04227214;1693
1170;IE;Newcastle;36.37374975;720
1171;IE;Tubbrid;32.00541717;556
1172;IE;Tullaghmelan;23.95585779;865
1173;IE;Tullaghorton;23.66785989;267
1174;IE;Ballyclerahan;21.97783121;1336
1175;IE;Clonmel Rural;22.12124088;7882
1176;IE;Inishlounaght;26.22357062;4573
1177;IE;Kilcash;37.00096032;738
1178;IE;Killaloan;5.37436732;26
1179;IE;Kilsheelan;28.27198584;1489
1180;IE;Kiltinan;25.74709868;344
1181;IE;Lisronagh;19.46150918;597
1182;IE;Anner;24.0577643;419
1183;IE;Ballingarry;25.59367538;643
1184;IE;Ballyphilip;16.07592504;374
1185;IE;Buolick;24.05490934;639
1186;IE;Crohane;17.05984776;314
1187;IE;Farranrory;23.76912769;523
1188;IE;Fennor;25.88260007;605
1189;IE;Kilcooly;20.75259526;279
1190;IE;Kilvemnon;18.85464563;489
1191;IE;Modeshil;24.66574856;393
1192;IE;Mullinahone;19.50734188;867
1193;IE;New Birmingham;15.63040526;397
1194;IE;Poyntstown;13.56795187;177
1195;IE;Ballycarron;18.00584296;295
1196;IE;Ballygriffin;13.91803835;309
1197;IE;Ballykisteen;15.53862946;661
1198;IE;Bansha;24.02124972;835
1199;IE;Bruis;15.90263689;351
1200;IE;Cappagh;24.27034085;944
1201;IE;Clonbeg;55.50665857;772
1202;IE;Cullen;11.61959218;363
1203;IE;Curraheen;23.6351649;316
1204;IE;Donohill;33.65724167;628
1205;IE;Drumwood;18.37128974;474
1206;IE;Emly;22.24893471;644
1207;IE;Glengar;32.35638579;241
1208;IE;Golden;20.45367031;864
1209;IE;Kilfeakle;22.31911724;491
1210;IE;Killadriffe;30.52525068;465
1211;IE;Kilmucklin;24.763727;628
1212;IE;Lattin;15.88474865;458
1213;IE;Rathlynin;16.1569899;390
1214;IE;Rodus;17.17470503;231
1215;IE;Shronell;16.9933011;331
1216;IE;Solloghodbeg;10.40575912;265
1217;IE;Templeneiry;40.97517896;441
1218;IE;Thomastown;19.06331181;358
1219;IE;Tipperary Rural;37.23275378;1903
1220;IE;Ballybeg North;0.64916942;1075.497094
1221;IE;Ballybeg South;2.12786939;1466
1222;IE;Ballybricken;0.06939663;342.4978489
1223;IE;Ballymaclode;4.88741968;2205
1224;IE;Ballynakill;1.42334134;1803
1225;IE;Ballynaneashagh;1.77407639;1734
1226;IE;Ballytruckle;4.40691334;5569
1227;IE;Graddum;21.11086683;544
1228;IE;Grilly;21.19437;475
1229;IE;Kilconny;18.19556322;554
1230;IE;Kill;14.77180381;259
1231;IE;Killashandra;31.61758906;1114
1232;IE;Killykeen;26.80680219;684
1233;IE;Kilnaleck;20.93944362;1252
1234;IE;Knappagh;24.5880749;513
1235;IE;Larah North;23.22134617;467
1236;IE;Larah South;21.69920849;512
1237;IE;Milltown;21.26953372;352
1238;IE;Moynehall;23.53759168;2016
1239;IE;Rakenny;21.54782407;457
1240;IE;Redhill;17.60855169;386
1241;IE;Springfield;19.50806628;168
1242;IE;Stradone;26.03069393;728
1243;IE;Tullyvin East;21.73197411;558
1244;IE;Tullyvin West;17.10236222;274
1245;IE;Waterloo;28.38928678;692
1246;IE;Derrylahan;19.240961;82
1247;IE;Derrynananta;25.18965585;29
1248;IE;Dowra;22.82968949;182
1249;IE;Dunmakeever;23.0911954;117
1250;IE;Eskey;18.57638677;343
1251;IE;Killinagh;16.97466694;124
1252;IE;Teebane;16.76312771;14
1253;IE;Tuam;24.77800039;436
1254;IE;Drumlumman;17.61783549;586
1255;IE;Kilcogy;17.82689602;429
1256;IE;Kilgolagh;18.41230139;432
1257;IE;Loughdawan;13.98287424;336
1258;IE;Scrabby;20.99489637;618
1259;IE;Buncrana Urban;4.67841538;4120
1260;IE;Bundoran Urban;3.94013983;1419
1261;IE;Letterkenny Urban;1.5927466;2050.902511
1262;IE;Ballyshannon Rural;37.91649741;1760
1263;IE;Ballyshannon Urban;3.57975502;1588
1264;IE;Bundoran Rural;22.07705591;1092
1265;IE;Carrickboy;14.89192329;359
1266;IE;Cavangarden;35.9869292;466
1267;IE;Cliff;21.94047877;220
1268;IE;Ballintra;40.33130701;622
1269;IE;An Bhinn Bhán;46.92678117;126
1270;IE;Bonnyglen;23.76558772;360
1271;IE;Clogher;35.48079278;952
1272;IE;Ardough;17.86283066;363
1273;IE;Arless;16.01484327;416
1274;IE;Ballickmoyler;13.89646586;485
1275;IE;Ballylehane;6.67103393;126
1276;IE;Doonane;14.0388334;796
1277;IE;Farnans;12.43239967;202
1278;IE;Graigue Rural;17.187795;4704
1279;IE;Newtown;11.23596175;265
1280;IE;Rossmore;12.52580147;443
1281;IE;Shrule;12.11573025;315
1282;IE;Longford No. 1 Urban;1.75972149;2951.593953
1283;IE;Longford No. 2 Urban;1.66179839;2388
1284;IE;Agharra;18.99212639;563
1285;IE;Ballymahon;32.74707102;2626
1286;IE;Cashel East;28.50847931;331
1287;IE;Cashel West;63.69360749;574
1288;IE;Forgney;27.24293091;454
1289;IE;Foxhall;18.7722182;370
1290;IE;Kilcommock;31.69234254;1148
1291;IE;Kilglass;34.00459541;774
1292;IE;Ledwithstown;29.00458391;363
1293;IE;Abbeylara;12.7370656;326
1294;IE;Ballinalee;14.01575854;576
1295;IE;Ballymuigh;12.65062124;216
1296;IE;Bunlahy;10.91057231;161
1297;IE;Columbkille;23.68750406;542
1298;IE;Coolamber;20.19399328;338
1299;IE;Creevy;13.99719468;283
1300;IE;Crosagstown;12.21875209;327
1301;IE;Currygrane;9.69437595;160
1302;IE;Dalystown;8.91754434;196
1303;IE;Drummeel;8.40542319;138
1304;IE;Firry;9.94324246;121
1305;IE;Gelshagh;15.77853862;317
1306;IE;Granard Rural;16.63273542;293
1307;IE;Granard Urban;8.11943391;1120
1308;IE;Knockanbaun;9.32653835;157
1309;IE;Lislea;8.87705435;142
1310;IE;Meathas Truim;13.59160338;2293
1311;IE;Milltown;16.91289277;366
1312;IE;Moatfarrell;8.95580925;200
1313;IE;Moyne;17.99103845;310
1314;IE;Mullanalaghta;22.94544939;336
1315;IE;Newgrove;12.64236804;32
1316;IE;Sonnagh;16.53796938;350
1317;IE;Aghaboy;14.9655301;658
1318;IE;Ardagh East;30.36578133;624
1319;IE;Ardagh West;19.85381897;415
1320;IE;Ballinamuck East;20.27430751;558
1321;IE;Ballinamuck West;23.49703571;458
1322;IE;Breanrisk;20.222169;894
1323;IE;Caldragh;21.10090672;2539
1324;IE;Cloondara;27.74251725;618
1325;IE;Cloonee;23.13055498;753
1326;IE;Corboy;20.84274605;409
1327;IE;Drumgort;19.53547368;462
1328;IE;Drumlish;20.12821592;1377
1329;IE;Killashee;21.79837368;461
1330;IE;Killoe;15.36207215;266
1331;IE;Ballingarry;40.58900203;491
1332;IE;Ballylusky;23.11106685;364
1333;IE;Borrisokane;20.80258859;1246
1334;IE;Carrig;12.32118199;220
1335;IE;Cloghjordan;29.01046044;1031
1336;IE;Cloghprior;22.57045812;323
1337;IE;Clohaskin;19.36206769;239
1338;IE;Finnoe;16.09532829;215
1339;IE;Graigue;18.48696717;336
1340;IE;Kilbarron;46.93845036;591
1341;IE;Lorrha East;29.91885236;317
1342;IE;Lorrha West;30.07296846;301
1343;IE;Mertonhall;16.4241329;170
1344;IE;Rathcabban;18.76763506;236
1345;IE;Redwood;22.22866617;136
