"zone","mass_grand_t_10m2","mass_building_dcmix_hr","mass_building_dcmix_lr","mass_building_dcmix_mr","mass_building_irh","mass_building_light","mass_building_sdr_hr","mass_building_sdr_lr","mass_building_sdr_mr","mass_building_sky","mass_building","mass_other_airport","mass_other_parking","mass_other_remaining_impervious","mass_other","mass_rail_bridge","mass_rail_other","mass_rail_railway","mass_rail_subway_elevated","mass_rail_subway_surface","mass_rail_subway","mass_rail","mass_rail_tram","mass_rail_tunnel","mass_street_bridge_motorway","mass_street_bridge_other","mass_street_cycleway","mass_street_footway","mass_street_gravel","mass_street_living_street","mass_street_motorway_elevated","mass_street_motorway_link","mass_street_motorway","mass_street_other_elevated","mass_street_other","mass_street_pedestrian","mass_street_primary_link","mass_street_primary","mass_street_residential","mass_street_secondary_link","mass_street_secondary","mass_street_tertiary_link","mass_street_tertiary","mass_street","mass_street_trunk_link","mass_street_trunk","mass_street_tunnel"
103,48478286,23992.666015625,78643.712890625,672106.4140625,2982064.125,1681030.75,7981.634765625,13172844,3638270.125,0,22256919,440507.379882812,1166811.0625,5633193.5,7240510.25,83867.169921875,3015.51538085938,211409.5859375,0,0,0,349063.140625,0,50771.28125,132730.71875,2467120.75,13230.2978515625,388895.015625,359196.93359375,1459.73046875,9968.7890625,186495.15625,1362935.625,20820.55078125,4107658.75,7856.3173828125,13316.337890625,415412.80859375,3660574.5,0,761867.59375,949.923156738281,3291669.25,18631793,34683.9375,1391969.5,2974.23297119141
104,22426929,0,9789.283203125,7933.6943359375,1066831.984375,791821.84375,0,5954519.75,1521953.84375,0,9352853.25,53414.3984375,466650.71875,2231393.375,2751458.8125,39473.07421875,84296.55078125,50646.3515625,0,0,0,193807.8515625,0,19391.927734375,51700.9609375,1911059.75,0,252920.767578125,350167.974121094,2318.08374023438,10463.6015625,56493.87109375,499511.59375,9093.52807617188,2251875.0625,1083.53857421875,0,662722.328125,970434.78125,0,674015.90625,1192.89038085938,2306869,10128790.5,0,116857.9375,0
105,26533902,0,0,0,2132574.5,1104626.25,18728.078125,6702843.5,1435340.375,0,11394129,289593.09375,546754.1875,1874577.25,2710926.5,27031.453125,91008.7734375,280926.09375,0,0,0,425657.78125,0,26690.814453125,0,2002568.125,1047.59326171875,152574.125,240235.15625,0,0,0,0,4789.9326171875,4935725.5,2507.50439453125,0,210497.5,1125543.375,0,464836.90625,0,1458352.875,12003177,34182.90625,1370158,160.769332885742
106,33203566,0,225043,2009856.625,1708117.625,1019326.75,0,8032195,3294021.75,0,16288569,13732.388671875,926659.8125,3586837.75,4527229.5,127864.1875,63009.8515625,320189.09375,0,0,0,582583.75,0,71519.0625,13031.8642578125,1513895.625,19295.6796875,147835.828125,72452.453125,0,0,0,0,9641.3388671875,3442416.25,32867.75390625,1183.44311523438,504546.5,3083340,0,395475.5,0,1552380.75,11805220,0,1015730.6875,1134.84240722656
107,35029794,425174.90625,19725.498046875,1058509.15625,2928216.75,903870.03125,3399.61328125,6833287.5,1531941.375,0,13704139.5,665906.28125,485034.59375,6508277.25,7659215,112808.57421875,0,952336.0625,0,0,0,1082554.875,0,17410.91796875,0,1605918.9375,22283.0888671875,89415.10546875,66084.1640625,12884.5727539062,5644.8642578125,97614.81640625,559839.2109375,18539.4130859375,3506695.5,121.864974975586,5799.21936035156,746228.0625,1944680.4375,0,314834.69921875,0,2058272.25,12583869.5,58101.5751953125,1470912.375,0
108,25469396,29566.00390625,60246.57421875,316624.125,2483335.75,813142.125,7283.73828125,7986653.5,1878751.75,0,13575603,0,785744.5625,5499578.5,6285327,11611.2109375,3995.05249023438,99882.9296875,0,0,0,137194.796875,11048.6923828125,10656.9013671875,0,981586.25,10299.44921875,139999.078125,35933.9609375,0,1172.607421875,27599.18359375,441931.59375,3158.09936523438,420000.625,6664.1611328125,0,119780.09375,2359960.25,0,369331.40625,747.711791992188,353766.28125,5471248.5,1262.73815917969,198057.359375,0
109,38162434,456299.047363281,28682.3056640625,490598.96875,3250687.75,1033796.78125,13663.7626953125,9245704.5,2407445.625,0,16926884.5,264798.204589844,758150.03125,5482366.125,6505312.75,118061.7734375,788.180969238281,682454.6953125,0,0,0,850760.53125,0,49453.42578125,157567.109375,2326572.59375,771.767272949219,108689.3515625,174772.490234375,4172.55126953125,2409.0966796875,10317.3056640625,252772.96875,18528.9750976562,2389611.8125,15288.755859375,5769.71875,812425.140625,3382629.375,0,716517.171875,1630.23107910156,1866561.5625,13879533.5,103572.62890625,1528370.25,562.692687988281
110,22315594,0,7495.453125,217291.765625,1149688.375,725535.6875,0,7199994,1225285.625,0,10525287,9014.82421875,939283.875,3171406,4119706.25,14853.3984375,3648.64208984375,186108.90625,0,0,0,239679.6875,34244.953125,823.66064453125,34375.69140625,649014.25,15747.7861328125,156597.875,33548.48828125,7205.9296875,4970.85986328125,33313.50390625,750042.375,9261.734375,792192.6875,12499.107421875,1094.94506835938,344697.34375,3214538.75,3165.0498046875,283340.875,2998.68505859375,623161.6875,7430917,61468.35546875,396189.25,1503.66625976562
111,20767574,894.251770019531,16511.29296875,111386.5234375,1065131.375,819303.5,0,8080354,1249427,0,11342988,10280.2216796875,555410,3605338,4171024.75,6188.314453125,8961.0107421875,82405.234375,0,0,0,114817.6171875,0,17263.083984375,980.944030761719,425856.59375,2411.52978515625,78717.5546875,15883.2314453125,0,0,0,0,2450.79052734375,542506.9375,1957.787109375,0,154005.09375,2918458.5,1176.21142578125,266344.3125,0,532265,5138720,2089.99584960938,190565.734375,3045.16015625
112,20154182,3208.76391601562,18241.904296875,491749.625,1398895.875,642063.5,0,6305821,1680899.375,0,10540871,0,830233.25,4983685,5813917,92113.4921875,2534.97729492188,109124.3828125,0,0,0,203772.75,0,0,0,599306,4820.71875,28239.83203125,7925.53125,0,0,0,0,1408.24011230469,340232.5625,12444.798828125,1651.96142578125,82607.578125,1777511.25,0,82375.2421875,0,216924.296875,3595626.25,0,440175.5625,0
113,34496041,90285.6640625,20275.556640625,317477.583007812,2524749.125,1050381.34375,149.035278320312,9532063.25,2590703.6875,0,16126091.5,130009.693359375,1001718.875,5687930.125,6819653.75,89448.96484375,8848.4248046875,439141.4453125,0,0,0,563783.875,0,26344.4660644531,80764.3828125,1701135.3125,5415.22644042969,309002.359375,107912.778320312,0,0,0,0,17893.873046875,2316725.875,7235.07080078125,2611.55688476562,325787.296875,2715857.5,0,301764.34375,2478.26489257812,1660402.875,10986490,145189.828125,1277424.9375,8899.0537109375
114,29828057.875,164249.328125,4756.9873046875,222857.359375,1565376.30859375,914105.529296875,2387.01123046875,8729282.15625,1472323.11328125,0,13075341.015625,416180.801757812,1089218.42382812,3664536.35546875,5169933.8125,98810.828125,71034.76953125,288077.108398438,0,0,0,547246.069335938,2066.12963867188,87257.31640625,0,1207988.27050781,23539.455078125,357498.255371094,86811.4638671875,7522.51318359375,0,0,0,11619.7184448242,1995621.3984375,2001.49987792969,0,260726.265625,3494895.48632812,0,45760.375,5056.8525390625,2463405.234375,11035527.46875,61281.0390625,1010549.484375,1248.32659912109
115,41344737,76691.0659179688,45289.1484375,344022.484375,3614075.625,1160271.03125,13809.3779296875,10147234.5,2469482,0,17870899.5,1096561.25,1198011.1875,4838634.75,7133206.25,124405.3515625,2552.8203125,651348.609375,0,0,0,857995.15625,0,79688.109375,237459.578125,1900277.6875,58205.90234375,418550.734375,95495.853515625,792.122375488281,6230.08642578125,68094.2265625,293660.25,23744.326171875,4379224.125,20155.4033203125,9160.4033203125,783729.015625,3779529.375,2044.7744140625,626699.40625,3577.10327148438,1568888.125,15482583,82727.2915039062,1112519.3125,11816.5483398438
116,24818456,9611.345703125,199548.921875,812637.1875,1966187,767255.6875,5989.4609375,7558819.5,3221158.75,0,14541216,0,1135168.75,2751469,3886639.5,21366.65234375,1686.498046875,141442.28125,0,0,0,174607.484375,0,10112.0185546875,7947.068359375,484810.34375,53316.19140625,167255.046875,13706.0576171875,4256.001953125,0,0,0,11945.1005859375,1054562.75,17159.119140625,3368.12744140625,258193.34375,3170907.5,3314.21240234375,243906.0625,2346.59228515625,260904.25,6216004.5,35757.8125,415223.40625,7130.59619140625
117,35371764,0,511.228820800781,16718.28125,1593582.25,1181602,0,10387810,1325338.5,0,14505578,616240.125,920317.25,3268431,4804989.5,52286.5625,57772.2578125,244264.640625,0,0,0,362520.46875,0,8194.3671875,52890.41796875,1694173.875,32259.85546875,623829.1875,218947.3125,5352.78662109375,1286.83630371094,89713.734375,93631.8984375,13933.04296875,3965537.5,6052.1845703125,8945.2294921875,1195172.125,3924913.25,1556.88745117188,779613.3125,10739.1494140625,2531824.25,15698721,18677.2890625,422954,6671.92724609375
118,32897636,0,20365.212890625,14059.0947265625,2422904.8203125,1108853.0625,0,9015105.9375,1140855.453125,0,13722141.6875,357697.185546875,1042156.203125,3567683.765625,4967532.84375,30190.5993652344,1468.07141113281,300230.828125,0,0,0,331889.4453125,0,0,0,1236680.203125,23130.0207366943,263076.895507812,175237.490234375,10600.9296875,0,0,0,20411.9439086914,3338712.46875,4670.60888671875,4544.6298828125,730891.375,3785019.203125,14151.826171875,941911.90625,757.117004394531,1439596.74609375,13876055.625,181395.728515625,1703191.09375,2080.54443359375
119,31509109.734375,0,1519.9482421875,29208.912109375,1762538.69830322,1036291.36755371,0,8288548.75097656,1182907.52612305,0,12301026.1884766,1356476.15625,805509.96875,2323857.47802734,4485841.13427734,54102.61328125,9286.5078125,186707.1171875,0,0,0,261310.8359375,0,11214.4599609375,42493.36328125,1260856.02929688,35250.376953125,370693.96875,97412.1484375,0,0,0,0,8695.36108398438,5782225.75976562,20461.3931884766,2972.48974609375,898865.478515625,2633297.25,0,1149466.71875,0,1009069.84375,14460905.9179688,57918.9453125,1090020.375,1219.95556640625
120,37690752,0,781.378112792969,49198.37890625,2089315.875,1205974.375,0,10186178,4084472.25,0,17615932,28498.33203125,984680.5,3955228.5,4968407.5,64038.609375,45504.703125,245267.03125,0,0,0,393467.90625,0,38657.14453125,82190.78125,1991466.25,9248.3544921875,112706.9609375,95668.3125,0,0,0,0,4822.41064453125,7064608,6812.517578125,2104.86279296875,756480.4375,2093303.375,0,618069.375,17750.7109375,892061.1875,14713008,6675.81201171875,951345.6875,7688.5546875
121,34421187.5,0,94.4775619506836,1434.75036621094,2679892.96875,1333107.0625,835.010131835938,9745546.25,1047074.6875,0,14807996.75,36002.47265625,1083244.84375,4992026.125,6111285.75,22020.1463623047,2872.15307617188,199134.234375,0,0,0,226015.810546875,0,1989.45715332031,272375.4765625,1530867.78125,7873.50512695312,71398.3515625,170623.65625,364.270324707031,25885.5985107422,127652.088867188,1475358.25,11103.2294921875,4909042,5931.6455078125,11641.8160400391,588902.5390625,2884054.59375,0,604875.4375,1739.95825195312,344949.37890625,13275900.75,4858.966796875,226400.5625,0
122,47858155,6525.275390625,34740.5703125,195958.819824219,2948718.75,1766611.6875,43223.0703125,13999622.5,2971299.625,0,21966669.5,1119600.25,878583.59375,4722611.5,6720800,97337.76953125,13253.8715820312,510857.46875,0,0,0,696639.421875,0,75189.6533203125,49450.0031738281,2169629.9375,2258.42199707031,73894.466796875,51592.626953125,0,0,0,0,17370.4174804688,7924239.75,8105.34579467773,0,1083256.4375,2724977.1875,1235.25500488281,775997.484375,0,2176510.875,18474040.5,74159.71875,1340367.71875,983.530090332031
123,28297984,0,21244.03515625,286039.3125,1394632.25,1030629.9375,0,8960849,2278454.25,0,13971845,24685.697265625,1190338.625,3548276.75,4763296,19492.828125,0,291166.1875,0,0,0,332141.5625,0,21482.759765625,199430.171875,1299817.375,6200.23828125,22615.00390625,11829.66796875,0,10621.6826171875,32461.271484375,1034325.8125,9899.7265625,3342863.25,1646.50170898438,11556.791015625,373603.0625,1997900,0,258904.6875,1043.97497558594,554812.9375,9230688,1042.65661621094,58344.0546875,1744.82019042969
124,15457531,69986.265625,7903.8525390625,50889.59765625,710658.125,491245.875,0,3778051,403691.59375,0,5512423.5,7562.462890625,345399.0625,2286623.75,2639585.75,17463.75390625,0,130415.296875,0,0,0,148592.78125,0,713.839172363281,73518.6640625,1455918.125,0,26857.189453125,43306.3203125,0,0,0,0,2683.65966796875,3516436.25,0,0,408113.375,697821.625,0,312768.125,0,619496.875,7156929,0,0,0
125,21892754,116474.203125,23455.529296875,258247.453125,1839274.20117188,643408.448242188,1197.51171875,6401991.5546875,1540861.54492188,0,10824909.078125,0,1058569.96875,4678267.89453125,5736842.7109375,46488.17578125,1962.76123046875,91285.3671875,0,0,0,139736.322265625,0,0,26352.802734375,592274.609375,7519.373046875,19254.4418945312,94522.595916748,393.411926269531,0,43210.935546875,256877.171875,2557.509765625,562612.4140625,11097.66015625,0,201086.65625,1858172.875,0,91315.61328125,1033.00219726562,891891.504394531,5191261.5625,1095.72583007812,529994.25390625,0
126,35687956,203256.65625,32664.607421875,1565550.875,3640986.25,888628.6875,33482.90625,8038390,3526583,0,17929540,123171.1953125,1198357.5,5872904,7194438.5,36205.61328125,1772.02282714844,291695.15625,0,0,0,329672.5625,0,0,13567.3564453125,1314705.25,20579.01953125,162823.515625,36565.765625,3588.3935546875,0,0,0,21640.958984375,3640923.5,7027.10546875,975.212524414062,16365.7861328125,2249975.5,0,612871.3125,0,1103250.75,10234291,77869.90625,950546.25,1007.17260742188
127,29851909,20731.462890625,22865.7802734375,467405.2734375,1990488.8125,866627.125,8069.3974609375,8424020.5,1956460.125,0,13756673.5,58870.81640625,891109.359375,4365354,5315336.5,170503.6328125,17915.2749023438,460309.203125,0,0,0,655292.890625,0,6563.94140625,56127.05078125,763359.53125,10957.068359375,133651.34375,21722.2587890625,0,9174.59765625,119384.1640625,621458.9375,14592.7983398438,2753758.375,11467.23046875,2684.4375,501826.234375,2207599.9375,0,206974.51171875,434.205810546875,819785.5625,10124597.5,116420.09375,1752643,576.878219604492
128,28360502.75,10923.029296875,8573.640625,389887.125,1946378.01269531,801012.387695312,4334.3251953125,7880776.6796875,2350653.87109375,0,13392545.2734375,0,659185.375,4485796.11132812,5144985.11132812,15781.283203125,21654.962890625,159910.578125,0,0,0,247839.296875,0,50492.48046875,19950.6015625,1123689.42578125,12509.95703125,56573.1661376953,35948.671875,15202.65625,9856.1806640625,47216.12109375,605263.5,6455.69287109375,1687121.65625,1519.33837890625,532.722900390625,313423.75,3305104.75,0,457595.865234375,0,907644.65625,9575142.265625,135582.75,833950.375,0
129,31572842.6875,0,184.460540771484,34476.552734375,1816150.171875,995819.075195312,5847.1787109375,9346699.03125,1617068.7421875,0,13816248.46875,290535.4921875,1050007.07348633,4816211.0546875,6156755.99609375,38935.1124267578,2820.46960449219,158919.059570312,0,0,0,204814.20715332,0,4139.4228515625,52648.734375,1130941.60742188,6448.79418945312,124907.461914062,21395.7803497314,0,16725.0863037109,219639.796875,1072621.3125,8484.81890869141,3525204.046875,2922.10961914062,0,265289.115722656,1879707.609375,0,213999.0625,6108.66455078125,1738769.05078125,11395010.90625,3955.2265625,1104903.90429688,340.452728271484
130,42173529.25,42898.390625,10481.462890625,577722.125,3056249.83984375,1229038.69628906,8969.4931640625,11362562.578125,2930857.12695312,0,19218799.6328125,23551.921875,1053269.98925781,5247421.328125,6324240.13085938,81737.0078125,8906.8740234375,531458.625,0,0,0,673796.0625,0,51692.1015625,21756.10546875,2200790.5020752,13679.490234375,159496.251464844,47023.73046875,12852.78125,5953.44580078125,45878.4609375,985498.9375,12240.61328125,5022034.66796875,19449.3828125,0,480979.76171875,3437149.5,0,406730.21875,1097.27099609375,1698777.75,15956817.0625,23391.087890625,1360953.71142578,1087.55737304688
131,33559768,0,9242.517578125,97788.734375,1330642,982507.9375,0,8840069,2709079,0,13969326,39213.81640625,820196.4375,3892174,4751582,84278.734375,184144.421875,50185.50390625,0,0,0,369364.09375,0,50754.4453125,56975.3125,1946849.375,27203.048828125,234095.59375,77465.8828125,4538.14599609375,0,0,0,7992.11181640625,6239712,18224.11328125,2488.35400390625,217808.296875,2139720.5,0,331249.3125,15822.6484375,2030224,14469494,0,1115612,3513.283203125
132,14052159,8203.28515625,40848.1875,167492.3125,1484322.75,458996.5,0,4590130.5,1033520.3125,0,7783516.5,0,607894.375,2692105,3300000.25,50600.4921875,12516.142578125,95419.4609375,0,0,0,160076.53125,1540.67553710938,0,0,398159,7618.3310546875,15018.8818359375,1548.72338867188,2919.4609375,0,0,0,6840.22900390625,287712.59375,10698.94921875,0,96650.3515625,1319858,0,142318.4375,0,152921.921875,2808567.5,92743.3515625,273559.375,0
133,27130360.9375,0,92.6669998168945,5047.875,1267413.30810547,845168.563476562,0,6538475.4921875,282188.560424805,0,8938393.4140625,315861.0625,492572.958007812,1979194.1015625,2787625.4609375,18785.1796875,0,106076.90625,0,0,0,130412.328125,0,5550.205078125,0,1821972.42675781,17457.279296875,294840.487060547,58630.8477783203,601.377197265625,0,0,0,12710.7041015625,4842346.12695312,4077.17846679688,2767.72973632812,947333.5,2133802.234375,0,1323092.68066406,0,2874911,15273933.7734375,149168.484375,789945.125,274.253601074219
134,20763693.25,0,11652.00390625,39915.046875,1308495.74121094,642547.5,0,4708372.234375,1013336.90087891,0,7724319.59375,1663513,640499.514160156,2522397.0703125,4826410.76171875,12181.6647949219,9400.333984375,135167.572265625,0,0,0,186025.63671875,0,29275.853515625,7724.341796875,1069378.77246094,23557.3720779419,65175.2255859375,216399.821533203,72206.34375,0,0,0,9867.24780273438,1670833.6171875,5681.2919921875,589.986267089844,218761.859375,1887229.734375,0,555323.1640625,387.179870605469,1206198.703125,8026922.9375,119939.83984375,894801.359375,2870.2060546875
135,23817413.7737122,123841.546875,39832.79296875,932840.125,1923485,766624,11735.6171875,7428809,1847462.5,0,13074641,0,939312.875,3572702.25,4512017,41151.9375,1710.494140625,125621.4765625,0,0,0,191533.78125,0,23049.82421875,0,344323.65625,17864.017578125,99456.25,6510.64111328125,33418.8203125,0,0,0,6521.52001953125,662658.561065674,45838.4453125,8389.9521484375,482130.125,3137834.8376565,0,99384.4296875,1244.61889648438,852759.8125,6039239.77371216,31676.15625,207568.796875,1659.70703125
136,37536816.9609375,91737.984375,19440.5714111328,44708.3267822266,2071452.22265625,1107941.63368225,11429.68359375,8389628.03662109,704468.124023438,0,12440802.9077148,546398.48828125,491475.404785156,2585361.14648438,3623233.49609375,56911.5678710938,7174.84655761719,328961.30078125,0,0,0,393046.802734375,0,0,0,2405577.99267578,12002.716796875,110785.552368164,61832.1953125,259.625366210938,0,0,0,17313.0021972656,7159496.28710938,5000.43823242188,4699.0673828125,357684.19921875,2220350.83337402,0,1562296.26586914,1570.6650390625,5368239.37011719,21079733.9238281,127296.3359375,1665333.96875,0
137,31428155.25,0,113742.125,18402.568359375,2548912.578125,929440.4765625,6280.1064453125,7607641.625,710112.6953125,0,11934517.125,447121.546875,723415.46875,2710672.578125,3881205.125,25182.90234375,0,103066.59375,0,0,0,128249.4921875,0,0,27850.279296875,1203097.34375,38963.9375,108239.059082031,92772.89453125,0,0,0,0,12154.4830322266,3833515.375,31213.32421875,529.252380371094,704932.48046875,3061452.0625,0,884863.09375,0,3958728.5625,15484102.75,92943.1796875,1430020.96875,2832.37719726562
138,45364983.25,70002.1015625,20535.08984375,87519.9609375,2153979.0703125,1355499.3515625,24334.6484375,10083651.03125,804726.98828125,0,14600228.9375,1136545.75,1274129.23046875,4844623.59375,7255299.234375,44614.3537597656,615.285705566406,414112.47265625,0,0,0,459342.09765625,0,0,52383.359375,2079949.828125,22033.3688354492,282243.416015625,175298.749267578,1181.56042480469,0,0,0,12796.2578125,8420609.78125,19180.48828125,12122.4833984375,836952.677734375,3767052.09375,0,2119562.40625,1619.25854492188,3573686.32421875,23049969.875,118756.796875,1553315.5703125,1182.12744140625
139,28409011.5,6246.0771484375,14632.3603515625,93143.0708007812,1947347.46875,1031999.3125,0,8556388.5625,968793.484375,0,12618525.5625,38790.515625,778784.97265625,3245831.09375,4063413.84375,30678.005859375,15134.796875,189182.9375,0,0,0,237353.455078125,2358.38940429688,0,9397.1591796875,1368710.86328125,6562.9443359375,48933.3745117188,58212.33203125,6997.9638671875,0,0,0,2497.19010925293,3369373.140625,6228.3603515625,0,346746.248046875,3502478.828125,0,715716.5625,346.424133300781,1214990.78125,11489738.25,0,827627.9453125,4894.0087890625
140,22122892,0,1933.90625,252360.953125,939708.75,843494.75,3619.86865234375,8226337,3689410.5,0,13956871,0,977248.375,4651162.5,5628407.5,103544.140625,1072.44287109375,213507.078125,0,0,0,320387.65625,0,2264.0107421875,78811.9921875,975591.0625,611.647827148438,38033.203125,20602.5703125,831.860900878906,4070.56079101562,0,74915.6953125,4705.83056640625,292184.59375,2254.501953125,414.725646972656,30027.171875,497002.625,0,19625.794921875,0,44205.90234375,2217216.5,8359.982421875,124965.21875,0
141,12576086,13958.05078125,0,347180.1875,342793.125,428524.75,14426.9013671875,4218273.5,1759160.875,0,7124311,0,281674.09375,1862663.875,2144338.25,26887.03125,0,82034.90625,0,0,0,108921.90625,0,0,0,179621.03125,1126.28918457031,53115.171875,9741.310546875,7832.4736328125,0,0,0,1303.83996582031,239142.375,9690.9169921875,0,35017.8125,2011221.375,1131.15173339844,199174.40625,0,122858.25,3198511.75,0,323900.78125,3636.224609375
142,27901252,10270.8642578125,1264.34741210938,460656.3125,1200364,808837.3125,23.6844882965088,7701932.5,2277712.5,0,12461044,13932.818359375,1257444,2631982,3903357.5,91831.8671875,0,402361.84375,0,0,0,577180.375,0,82987,41773.04296875,1018915.9375,19182.37890625,305344.65625,165543.421875,21625.736328125,2001.44482421875,9589.9443359375,74580.6328125,15071.009765625,2952722.5,9916.099609375,32952.47265625,734434.6875,3917114.75,0,169949.28125,822.953247070312,979382.5,10959662,86067.53125,390294.71875,12374.51171875
143,19321262.75,0,0,22061.646484375,666980.328125,580800.6953125,0,5368845.15625,1730628.109375,0,8369314.90625,9285.552734375,798732.25,1615780.5234375,2423798.5,92164.0041503906,2466.06518554688,284017.849609375,0,0,0,445098.501953125,0,66450.390625,141777.234375,902386.63671875,8432.5693359375,254808.8828125,88919.2939453125,0,13798.439453125,21499.328125,588371,6800.79088592529,1725221.3125,6522.42578125,1618.99182128906,243786.846679688,2320896.8984375,0,180780.6875,0,1062622,8083061,8441.1484375,501037.375,5338.4873046875
144,23178518.625,7670.56494140625,0,210621.48046875,787577.65625,767393.9375,2825.1650390625,7530619.5,1591172.40625,0,10897885,10133.638671875,570059.1328125,3011346.8125,3591534.25,75610.0859375,0,309299.890625,0,0,0,697166.234375,0,312256.0625,44796.44921875,588391.65625,2367.89624023438,180048.619140625,21483.0553588867,0,3306.68774414062,26025.83203125,406828,5984.14935302734,1655055.625,7269.51025390625,1952.16052246094,276510.341308594,3396970.34375,0,414029.486328125,0,608686.45703125,7991972.6875,1094.1650390625,347175.75,3995.59033203125
145,15394072,10.8470859527588,2505.6484375,93154.6953125,889917.6875,477740.15625,5668.67919921875,4682112.5,1755905.5,0,7907014,0,1026210.625,3813852,4840070,30140.052734375,7315.13037109375,116212.46875,0,0,0,154073.1875,0,405.494476318359,225536.578125,542787.75,1963.50610351562,40913.77734375,4962.2236328125,396.061157226562,22574.591796875,8831.36328125,360338.96875,1993.75012207031,324462.96875,362.945678710938,0,89137.8828125,748105.4375,0,44744.203125,0,74130.0625,2492921.75,0,0,1678.62109375
146,15449320,34424.1015625,3679.994140625,356228.8125,1032848.0625,512643.625,6461.8681640625,5000284,1728264.625,0,8674833,0,559912.0625,4544538,5104448.5,18481.90234375,1083.51818847656,74738.34375,0,0,0,98852.8515625,0,4549.140625,115471.8203125,486318.8125,2565.80493164062,19195.611328125,6533.29931640625,3796.35864257812,6468.2890625,2662.83251953125,325009.5,1853.10021972656,117795.234375,2961.8486328125,327.962951660156,7134.2958984375,292672.25,0,18173.009765625,0,28311.169921875,1571180.875,2597.27612304688,131332.546875,0
147,15667879,0,4684.04638671875,273765.71875,836808.4375,555670.0625,3850.91015625,5594557,858875.5625,0,8128214,60392.01171875,359448.8125,2182884.25,2602725.25,19604.751953125,3500.9755859375,125171.0078125,0,0,0,163174.515625,0,14897.6982421875,0,352665.03125,1667.03295898438,44603.1796875,35719.859375,38388.78125,4901.02294921875,9446.3427734375,318603.34375,3699.82006835938,691720.25,6702.57373046875,19783.62890625,97979.9609375,2564615,0,159528.125,0,364491.5,4773752.5,4073.8525390625,55161.15625,0
148,18434089,0,0,3434.93746948242,408392.03125,584488.796875,0,5213365.25,570905.015625,0,6780584.625,240453.609375,970938.96875,1835184.09375,3046577.125,72826.408203125,943.232971191406,282875.8515625,0,0,0,628195.7578125,0,271550.1875,283355.344726562,934865.421875,476.072459220886,140639.279296875,44823.2314453125,0,28185.345703125,126447.0859375,1140997.640625,4393.50079345703,1599838.0625,0,0,42329.953125,1727103.75,0,306197.1328125,0,1352413.625,7978734.375,0,237971.375,8700.45849609375
149,22518303.4375,0,5346.80859375,19998.94921875,687792.19140625,769182.420898438,0,7244724.359375,1012937.88964844,0,9739995.890625,163556.183105469,726781.880371094,1685491.95703125,2575834.0234375,37404.28515625,3420.98876953125,168076.765625,0,0,0,212834.577148438,0,3932.4521484375,1596.99597167969,1070965.03125,4014.28100585938,260684.925292969,101411.539916992,1117.97875976562,0,0,29910.333984375,6449.8910369873,2597672.7109375,2152.50634765625,6692.87353515625,601554.8125,3192398.93408203,0,386596.97265625,0,849165.62109375,9989690.40625,91824.0078125,344249.46875,441221.96875
150,13851071,208179.125,68645.234375,506864.78125,725434.125,476740.71875,35237.8828125,4760700.5,1106774.125,0,7888591.5,0,769023.6875,1908131.625,2677154.5,23684.568359375,2161.49877929688,158562.453125,0,0,0,184408.5,0,0,37484.3828125,430655.4375,1353.02770996094,64188.37890625,15925.77734375,12344.1279296875,2926.64624023438,0,148027.515625,1844.68994140625,514146.4375,5393.84912109375,0,87590.25,1561292.625,0,62681.0234375,0,152657,3100923.5,0,0,2411.54028320312
151,26572194,34839.40625,5241.9404296875,213446.359375,2923718.5,555872.875,2176.33764648438,5369820,1213598.125,0,10318705,18016.1875,1118103.25,5268294,6404410.5,79516.6015625,17604.5390625,393758.03125,0,0,0,510296.375,1072.44299316406,18344.3984375,292202.8125,1095644,1175.376953125,126184.859375,22111.189453125,0,30569.55859375,298399.75,1812778.125,16154.7421875,2050177.875,0,1327.46899414062,68947.78125,890364.25,624.619506835938,597534.375,0,1186028,9338805,31676.158203125,814167.125,2733.07861328125
152,24324492,0,19413.33984375,510223.53125,1850250.625,815327,1840.56384277344,8099027.5,3075932.75,0,14372011,17141.1796875,433241.75,4564764,5015149.5,53503.28125,1036.14111328125,216940.546875,0,0,0,296087.71875,0,24608.443359375,0,491777.1875,3826.11181640625,29070.01953125,4326.13720703125,0,0,13378.154296875,128280.7578125,3174.63012695312,339646.40625,11578.4970703125,0,100019.5078125,2512364,0,402517.28125,0,343151.3125,4641218,15263.68359375,242846.59375,0
153,30377534,130166.28125,23313.3828125,419088.0625,2997872.75,799829.5625,9071.5048828125,7560224,2322106,0,14261669,9490.470703125,887077.6875,4324666.5,5221233,123022.5234375,2766.32470703125,331143.4375,0,0,0,458423.53125,0,1491.03686523438,144620.5625,1206308.25,6238.42236328125,92107.265625,15679.884765625,53113.26171875,13351.8076171875,159378.15625,1251842,9856.2294921875,1962605.625,11424.8408203125,0,343803.5,2700836.75,0,707771.75,250.804794311523,1075758.75,10436213,25034.677734375,636515.1875,19698.978515625
